主編號,屬性代號,詞目,音讀,文白,部首,部首序,方言差對應
604,1,內才,lāi-tsâi,,,,
605,1,分寸,hun-tshùn,,,,
606,1,不三不四,put-sam-put-sù,,,,
607,1,不仁,put-jîn/put-lîn,,,,
608,1,中元,Tiong-guân,,,,
609,1,五仁,ngóo-jîn/ngóo-lîn,,,,
610,1,仁丹,jîn-tan/lîn-tan,,,,
611,1,內公,lāi-kong,,,,
612,1,公元,kong-guân,,,,
613,1,公分,kong-pun,,,,
614,1,公分,kong-hun,,,,
615,1,勻勻仔,ûn-ûn-á,,,,
616,1,勻勻仔火,ûn-ûn-á-hué/ûn-ûn-á-hé,,,,
617,1,五分仔車,gōo-hun-á-tshia,,,,
618,1,不中用,put-tiòng-iōng,,,,
619,1,五分車,gōo-hun-tshia,,,,
620,1,不止,put-tsí,,,,
621,1,中心,tiong-sim,,,,
622,1,井水,tsénn-tsuí/tsínn-tsuí,,,,
623,1,內心,luē-sim,,,,
624,1,公文,kong-bûn,,,,
625,1,公斤,kong-kin/kong-kun,,,,
626,1,冇手,phànn-tshiú,,,,
627,1,切手,tshiat-tshiú,,,,
628,1,勼手,kiu-tshiú,,,,
629,1,勼水,kiu-tsuí,,,,
630,1,勾引,kau-ín,,,,
631,1,六月天,la̍k-gue̍h-thinn/la̍k-ge̍h-thinn,,,,
632,1,不止仔,put-tsí-á,,,,
633,1,六月冬,la̍k-gue̍h-tang/la̍k-ge̍h-tang,,,,
634,1,五日節,Gōo-ji̍t-tseh/Gōo-li̍t-tsueh,,,,[方1]0184
635,1,五月節,Gōo-gue̍h-tseh/Gōo-ge̍h-tsueh,,,,[方1]0184
636,1,丑仔,thiú-á,,,,
637,1,今仔,tann-á,,,,
638,1,今仔日,kin-á-ji̍t/kin-á-li̍t,,,,
639,1,勻仔是,ûn-á-sī,,,,
640,1,中古,tiong-kóo,,,,
641,1,內外,lāi-guā,,,,
642,1,五加皮,ngóo-ka-pî,,,,
643,1,內奶,lāi-ling/lāi-ni,,,,
644,1,公平,kong-pênn/kong-pînn,,,,
645,1,公母,kang-bó,,,,
646,1,公民,kong-bîn,,,,
647,1,中用,tiòng-iōng,,,,
648,1,中立,tiong-li̍p,,,,
649,1,丹田,tan-tiân,,,,
650,1,公用,kong-iōng,,,,
651,1,冇石仔,phànn-tsio̍h-á,,,,[方1]0191
652,1,予伊,hōo i,,,,
653,1,介在,kài-tsāi,,,,
654,1,公共,kong-kiōng,,,,
655,1,六合,lio̍k-ha̍p,,,,
656,1,今年,kin-nî,,,,
657,1,內地,lāi-tē/lāi-tuē,,,,
658,1,凶年,hiong-nî,,,,
659,1,中旬,tiong-sûn,,,,
660,1,冗早,liōng-tsá,,,,
661,1,不死鬼,put-sú-kuí,,,,
662,1,內行,lāi-hâng,,,,
663,1,內行的,lāi-hâng--ê,,,,
664,1,不而過,put-jî-kò/put-lî-kò,,,,
665,1,不但,put-tān,,,,
666,1,分伻,pun-phenn,,,,
667,1,分別,hun-pia̍t,,,,
668,1,不孝,put-hàu,,,,
669,1,不求人,put-kiû-jîn/put-kiû-lîn,,,,[方1]0928
670,1,公里,kong-lí,,,,
671,1,分身,hun-sin,,,,
672,1,公事,kong-sū,,,,
673,1,中和,tiong-hô,,,,
674,1,內底,lāi-té/lāi-tué,,,,[方1]0188
675,1,公所,kong-sóo,,,,
676,1,不服,put-ho̍k,,,,
677,1,分明,hun-bîng,,,,
678,1,不法,put-huat,,,,
679,1,六法全書,lio̍k-huat-tsuân-su,,,,
680,1,公的,kang--ê,,,,
681,1,分的,pun--ê,,,,
682,1,五金,ngóo-kim,,,,
683,1,五金行,ngóo-kim-hâng,,,,
684,1,中指,tiong-tsáinn,,,,[方1]0685
685,1,內政,luē-tsìng,,,,
686,1,五柳居,ngóo-liú-ki/ngóo-liú-ku,,,,
687,1,中毒,tiòng-to̍k,,,,
688,1,丹毒,tan-to̍k,,,,
689,1,冇炭,phànn-thuànn,,,,
690,1,分派,hun-phài,,,,
691,1,中秋,Tiong-tshiu,,,,
692,1,內科,lāi-kho,,,,
693,1,中秋節,Tiong-tshiu-tseh/Tiong-tshiu-tsueh,,,,
694,1,中秋餅,Tiong-tshiu-piánn,,,,
695,1,中計,tiòng-kè,,,,
696,1,內衫,lāi-sann,,,,
697,1,中風,tiòng-hong,,,,[方1]0674
698,1,五香,ngóo-hiang,,,,
699,1,元首,guân-siú,,,,
700,1,內面,lāi-bīn,,,,[方1]0188
701,1,允准,ín-tsún/ún-tsún,,,,
702,1,內套,lāi-thò,,,,
703,1,元宵,Guân-siau,,,,
704,1,內孫,lāi-sun,,,,
705,1,內容,luē-iông,,,,
706,1,公家,kong-ka,,,,
707,1,公家,kong-ke,,,,
708,1,不時,put-sî,,,,
709,1,六書,lio̍k-su,,,,
710,1,元氣,guân-khì,,,,
711,1,六畜,lio̍k-thiok,,,,
712,1,元神,guân-sîn,,,,
713,1,中脊,tiong-tsit,,,,[方1]0968
714,1,分配,hun-phuè/hun-phè,,,,
715,1,不動產,put-tōng-sán,,,,
716,1,公婆,kong-pô,,,,
717,1,五彩,ngóo-tshái,,,,
718,1,分張,pun-tiunn,,,,
719,1,不得了,put-tik-liáu,,,,
720,1,不得已,put-tik-í,,,,
721,1,內情,luē-tsîng,,,,
722,1,中晝,tiong-tàu,,,,[方1]0113
723,1,中晝時,tiong-tàu-sî,,,,
724,1,中晝飯,tiong-tàu-pn̄g,,,,
725,1,中晝頓,tiong-tàu-tǹg,,,,
726,1,公眾,kong-tsiòng,,,,
727,1,介紹,kài-siāu,,,,
728,1,中途,tiong-tôo,,,,
729,1,內部,luē-pōo,,,,
730,1,冗剩,liōng-siōng,,,,
731,1,內場,lāi-tiûnn,,,,
732,1,公寓,kong-gū,,,,
733,1,分散,hun-suànn,,,,
734,1,不敢當,put-kám-tong,,,,
735,1,分發,hun-huat,,,,
736,1,中等,tiong-tíng,,,,
737,1,勾結,kau-kiat,,,,
738,1,不答不七,put-tap-put-tshit,,,,
739,1,五筋膎,gōo-kin-kê/gōo-kun-kuê,,,,
740,1,公費,kong-huì,,,,
741,1,中間,tiong-kan,,,,
742,1,公開,kong-khai,,,,
743,1,公開,kong-khui,,,,
744,1,分開,hun-khui,,,,
745,1,中傷,tiòng-siong,,,,
746,1,內傷,lāi-siong,,,,
747,1,公債,kong-tsè,,,,
748,1,公園,kong-hn̂g,,,,
749,1,內媽,lāi-má,,,,
750,1,公媽,kong-má,,,,
751,1,中意,tìng-ì,,,,
752,1,仁愛,jîn-ài/lîn-ài,,,,
753,1,仁慈,jîn-tsû/lîn-tsû,,,,
754,1,凶煞,hiong-suah,,,,
755,1,不義,put-gī,,,,
756,1,仁義,jîn-gī/lîn-gī,,,,
757,1,內裡,lāi-lí,,,,
758,1,勼跤,kiu-kha,,,,
759,1,五路,ngóo-lōo,,,,
760,1,公路,kong-lōo,,,,
761,1,公道,kong-tō,,,,
762,1,不滿,put-buán,,,,
763,1,五福,ngóo-hok,,,,
764,1,不管時,put-kuán-sî,,,,
765,1,內閣,luē-koh,,,,
766,1,冇數,phànn-siàu,,,,
767,1,分數,hun-sòo,,,,
768,1,五穀,ngóo-kok,,,,
769,1,中學,tiong-ha̍k,,,,
770,1,公學校,kong-ha̍k-hāu,,,,[方1]0069
771,1,公親,kong-tshin,,,,
772,1,分錢,pun-tsînn,,,,
773,1,公館,kong-kuán,,,,
774,1,冇蟳,phànn-tsîm,,,,
775,1,中醫,tiong-i,,,,
776,1,分類,hun-luī,,,,
777,1,分鐘,hun-tsing,,,,
778,1,分攤,hun-thuann,,,,
779,1,五臟,ngóo-tsōng,,,,
780,1,化,hua,替,匕,021-02-04,
781,1,化,huà,,匕,021-02-04,
782,1,匹,phit,,匚,023-02-04,
783,1,升,tsin,白,十,024-02-04,
784,1,升,sing,文,十,024-02-04,
785,1,午,gōo,白,十,024-02-04,
786,1,午,ngóo,文,十,024-02-04,
787,1,厄,eh,,厂,027-02-04,
788,1,友,iú,,又,029-02-04,
789,1,反,huán,文,又,029-02-04,
790,1,反,píng,白,又,029-02-04,[方]203
791,1,壬,jîm/lîm,,士,033-01-04,
792,1,天,thian,文,大,037-01-04,
793,1,天,thinn,白,大,037-01-04,
794,1,太,thài,,大,037-01-04,
795,1,夫,hu,,大,037-01-04,
796,1,少,tsió,白,小,042-01-04,[方1]0858
797,1,尺,tshe,替,尸,044-01-04,
798,1,尺,tshioh,白,尸,044-01-04,[方1]0195
799,1,廿,jia̍p/lia̍p,,廾,055-01-04,
800,1,引,ín,,弓,057-01-04,
801,1,心,sim,,心,061-00-04,
802,1,戶,hōo,,戶,063-00-04,
803,1,手,tshiú,白,手,064-00-04,
804,1,支,ki,白,支,065-00-04,
805,1,文,bûn,,文,067-00-04,
806,1,斗,táu,白,斗,068-00-04,
807,1,斤,kin/kun,,斤,069-00-04,[方]126
808,1,方,hng,白,方,070-00-04,
809,1,方,hong,文,方,070-00-04,
810,1,日,ji̍t/li̍t,,日,072-00-04,[方]138
811,1,月,gua̍t,文,月,074-00-04,
812,1,月,gue̍h/ge̍h,白,月,074-00-04,[方]015
813,1,木,ba̍k,白,木,075-00-04,
814,1,木,bo̍k,文,木,075-00-04,
815,1,欠,khiàm,,欠,076-00-04,
816,1,止,tsí,,止,077-00-04,
817,1,歹,pháinn,替,歹,078-00-04,
818,1,毋,m̄,替,毋,080-00-04,
819,1,比,pí,,比,081-00-04,
820,1,毛,mn̂g,白,毛,082-00-04,[方]153
821,1,毛,môo,文,毛,082-00-04,
822,1,氏,sī,,氏,083-00-04,
823,1,水,tsuí,白,水,085-00-04,
824,1,水,suí,文,水,085-00-04,
825,1,歹𤆬頭,pháinn-tshuā-thâu,,,,
826,1,手䘼,tshiú-ńg,,,,[方1]0464
827,1,廿一,jia̍p-it/lia̍p-it,,,,
828,1,夫人,hu-jîn/hu-lîn,,,,
829,1,歹人,pháinn-lâng,,,,
830,1,天九牌,thian-kiú-pâi,,,,
831,1,天下,thian-hā,,,,
832,1,天才,thian-tsâi,,,,
833,1,少女,siàu-lí/siàu-lú,,,,
834,1,戶口,hōo-kháu,,,,
835,1,手下,tshiú-hā,,,,
836,1,手工,tshiú-kang,,,,
837,1,日子,ji̍t-tsí/li̍t-tsí,,,,
838,1,木工,ba̍k-kang,,,,
839,1,毋才,m̄-tsiah,,,,
840,1,水土,tsuí-thóo,,,,
841,1,孔子公,Khóng-tsú-kong,,,,
842,1,手巾仔,tshiú-kin-á/tshiú-kun-á,,,,[方1]0193
843,1,戶口名,hōo-kháu-miâ,,,,
844,1,月下老人,gua̍t-hā-nóo-jîn/gua̍t-hā-nóo-lîn,,,,
845,1,戶口抄本,hōo-kháu-tshau-pún,,,,
847,1,天井,thinn-tsénn/thinn-tsínn,,,,[方1]0476
848,1,天公,thinn-kong,,,,
849,1,月中,gue̍h-tiong/ge̍h-tiong,,,,
850,1,月內,gue̍h-lāi/ge̍h-lāi,,,,
851,1,水井,tsuí-tsénn/tsuí-tsínn,,,,
852,1,天公生,Thinn-kong-senn/thinn-kong-sinn,,,,
853,1,月內房,gue̍h-lāi-pâng/ge̍h-lāi-pâng,,,,
854,1,天公金,Thinn-kong-kim,,,,
855,1,月內風,gue̍h-lāi-hong/ge̍h-lāi-hong,,,,
856,1,天公祖,Thinn-kong-tsóo,,,,
857,1,反天,huán-thinn,,,,
858,1,天文,thian-bûn,,,,
859,1,太太,thài-thài,,,,
860,1,文化,bûn-huà,,,,
861,1,月日,gue̍h-ji̍t/ge̍h-li̍t,,,,
862,1,歹天,pháinn-thinn,,,,
863,1,歹心,pháinn-sim,,,,
864,1,歹手爪,pháinn-tshiú-jiáu/pháinn-tshiú-niáu,,,,
865,1,文文仔笑,bûn-bûn-á-tshiò,,,,
866,1,天反地亂,thinn-huán-tē-luān/thinn-huán-tuē-luān,,,,
867,1,木心枋,bo̍k-sim-pang,,,,
868,1,日月蚶,ji̍t-gua̍t-ham/li̍t-gua̍t-ham,,,,
869,1,日月蟶,ji̍t-gua̍t-than/li̍t-gua̍t-than,,,,
870,1,反爿,píng-pîng,,,,
871,1,心火,sim-hué/sim-hé,,,,
872,1,手爪,tshiú-jiáu/tshiú-niáu,,,,
873,1,水牛,tsuí-gû,,,,[方1]0457
874,1,斗仔,táu-á,,,,
875,1,歹代,pháinn-tāi,,,,
876,1,水仙,tsuí-sian,,,,
877,1,支出,tsi-tshut,,,,
878,1,月半,gue̍h-puànn/ge̍h-puànn,,,,
879,1,月外日,gue̍h-guā-ji̍t/ge̍h-guā-li̍t,,,,
880,1,反正,huán-tsìng,,,,
881,1,太平,thài-pîng,,,,
882,1,文市,bûn-tshī,,,,
883,1,文旦,bûn-tàn,,,,
884,1,水母,tsuí-bó,,,,
885,1,反目,huán-bo̍k,,,,
886,1,手目,tshiú-ba̍k,,,,
887,1,木瓜,bo̍k-kue,,,,
888,1,欠用,khiàm-īng,,,,
889,1,毋甘,m̄-kam,,,,
890,1,水田,tsuí-tshân,,,,
891,1,太白星,Thài-pi̍k-tshenn/Thài-pi̍k-tshinn,,,,
892,1,太白粉,thài-pe̍h-hún,,,,
893,1,太白酒,thài-pe̍h-tsiú,,,,
894,1,毋甘嫌,m̄-kam hiâm,,,,
895,1,反白睚,píng-pe̍h-kâinn,,,,
896,1,毋甘願,m̄ kam-guān,,,,
897,1,天光,thinn-kng,,,,[方1]0112
898,1,文件,bûn-kiānn,,,,
899,1,月光暝,gue̍h-kng-mê/ge̍h-kng-mî,,,,
900,1,日光燈,ji̍t-kong-ting/li̍t-kong-ting,,,,
901,1,手印,tshiú-ìn,,,,
902,1,方向,hong-hiòng,,,,
903,1,木匠,ba̍k-tshiūnn,,,,[方1]0572
904,1,歹囝,pháinn-kiánn,,,,
905,1,天地,thinn-tē/thinn-tuē,,,,
906,1,少年,siàu-liân,,,,
907,1,文字,bûn-jī/bûn-lī,,,,
908,1,方式,hong-sik,,,,
909,1,欠安,khiàm-an,,,,
910,1,毋好,m̄ hó,,,,
911,1,水圳,tsuí-tsùn,,,,
912,1,歹年冬,pháinn-nî-tang,,,,
913,1,少年家,siàu-liân-ke,,,,
914,1,毋好勢,m̄ hó-sè,,,,
915,1,手曲,tshiú-khiau,,,,
916,1,歹死,pháinn-sí,,,,
917,1,毋成,m̄-tsiânn,,,,
918,1,毋成人,m̄-tsiânn-lâng,,,,
919,1,手扞仔,tshiú-huānn-á,,,,
920,1,毋成囝,m̄-tsiânn-kiánn,,,,
921,1,毋成物,m̄-tsiânn-mi̍h/m̄-tsiânn-mn̍gh,,,,
922,1,毋成猴,m̄-tsiânn-kâu,,,,
923,1,毋成樣,m̄-tsiânn-iūnn,,,,
924,1,天色,thinn-sik,,,,
925,1,心血,sim-hiat,,,,
926,1,心行,sim-hīng,,,,
927,1,月色,gue̍h-sik/ge̍h-sik,,,,
928,1,木耳,bo̍k-ní,,,,[方1]0245
929,1,欠血,khiàm-hueh/khiàm-huih,,,,
930,1,止血,tsí-hueh/tsí-huih,,,,
931,1,毋但,m̄-nā,,,,
932,1,毋免,m̄-bián,,,,
933,1,夫君,hu-kun,,,,
934,1,手尾,tshiú-bué/tshiú-bé,,,,
935,1,月尾,gue̍h-bué/ge̍h-bé,,,,
936,1,手尾力,tshiú-bué-la̍t/tshiú-bé-la̍t,,,,
937,1,毛尾仔,mn̂g-bué-á/mn̂g-bé-á,,,,
938,1,手尾錢,tshiú-bué-tsînn/tshiú-bé-tsînn,,,,
939,1,歹扭搦,pháinn-liú-la̍k,,,,
940,1,反抗,huán-khòng,,,,
941,1,夭折,iáu-tsiat,,,,
942,1,木材,bo̍k-tsâi,,,,
943,1,反肚,píng-tōo,,,,
944,1,心肝,sim-kuann,,,,
945,1,手肚,tshiú-tóo,,,,
946,1,水災,tsuí-tsai,,,,[方1]0172
947,1,心狂火著,sim-kông-hué-to̍h/sim-kông-hé-to̍h,,,,
948,1,心肝仔囝,sim-kuann-á-kiánn,,,,
949,1,反肚痧,píng-tōo-sua,,,,
950,1,心肝窟仔,sim-kuann-khut-á,,,,
951,1,歹育飼,pháinn-io-tshī,,,,
952,1,心肝頭,sim-kuann-thâu,,,,
953,1,化身,huà-sin,,,,
954,1,反車,píng-tshia,,,,
955,1,天良,thian-liông,,,,
956,1,文言,bûn-giân,,,,
957,1,文身,bûn-sin,,,,
958,1,方言,hong-giân,,,,
959,1,水車,tsuí-tshia,,,,
960,1,水芋仔,tsuí-ōo-á,,,,
961,1,心事,sim-sū,,,,
962,1,比並,pí-phīng,,,,
963,1,反來反去,píng-lâi-píng-khì,,,,
964,1,月來香,gue̍h-lâi-hiong/ge̍h-lâi-hiong,,,,
965,1,月初,gue̍h-tshe/ge̍h-tshue,,,,
966,1,歹命,pháinn-miā,,,,
967,1,毛呼,môo-honn,,,,
968,1,歹命人,pháinn-miā-lâng,,,,
969,1,太妹,thài-muē,,,,
970,1,夫妻,hu-tshe,,,,
971,1,手底,tshiú-té/tshiú-tué,,,,
972,1,文官,bûn-kuann,,,,
973,1,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,,,,
974,1,毋拄好,m̄-tú-hó,,,,
975,1,文明,bûn-bîng,,,,
976,1,水果,tsuí-kó,,,,[方1]0304
977,1,孔明車,khóng-bîng-tshia,,,,[方1]0598
978,1,方法,hong-huat,,,,
979,1,比武,pí-bú,,,,
980,1,歹物,pháinn-mi̍h/pháinn-mn̍gh,,,,
981,1,水疱,tsuí-phā ,,,,
982,1,天狗熱,thian-káu-jia̍t/thian-káu-lia̍t,,,,
983,1,友的,iú--ê,,,,
984,1,太空,thài-khong,,,,
985,1,歹空,pháinn-khang,,,,
986,1,毋知,m̄ tsai,,,,
987,1,毋知人,m̄-tsai-lâng,,,,
988,1,毋知死,m̄-tsai-sí,,,,
989,1,毋知影,m̄ tsai-iánn,,,,
990,1,手股,tshiú-kóo,,,,
991,1,木蝨,ba̍k-sat,,,,[方1]0339
992,1,水門,tsuí-mn̂g,,,,
993,1,方便,hong-piān,,,,
994,1,太保,thài-pó,,,,
995,1,歹剃頭,pháinn-thì-thâu,,,,
996,1,日後,ji̍t-āu/li̍t-āu,,,,
997,1,手指,tshiú-tsí,,,,
998,1,支持,tsi-tshî,,,,
999,1,毋挃,m̄-ti̍h,,,,
1000,1,毋是,m̄ sī,,,,[方1]0821
1001,1,水拹仔,tsuí-hia̍p-á,,,,[方1]0225
1002,1,毋是勢,m̄-sī-sè,,,,
1003,1,手指頭仔,tshiú-tsíng-thâu-á,,,,
1004,1,止枵,tsí-iau,,,,
1005,1,手段,tshiú-tuānn,,,,
1006,1,水泉,tsuí-tsuânn,,,,
1007,1,反省,huán-síng,,,,
1008,1,月眉,gue̍h-bâi/ge̍h-bâi,,,,
1009,1,歹看,pháinn-khuànn,,,,
1010,1,歹看相,pháinn-khuànn-siùnn,,,,
1011,1,反背,huán-puē,,,,
1012,1,水紅仔色,tsuí-âng-á-sik,,,,
1013,1,巴郎,pa-lang,,,,
1014,1,手面,tshiú-bīn,,,,
1015,1,方面,hong-bīn,,,,
1016,1,歹食,pháinn-tsia̍h,,,,
1017,1,手風琴,tshiú-hong-khîm,,,,
1018,1,月俸,gue̍h-hōng/ge̍h-hōng,,,,
1019,1,毋值,m̄-ta̍t,,,,
1020,1,毋准,m̄-tsún,,,,
1021,1,反倒轉,huán-tò-tńg,,,,
1022,1,月娘,gue̍h-niû/ge̍h-niû,,,,[方1]0166
1023,1,木屐,ba̍k-kia̍h,,,,[方1]0465
1024,1,水庫,tsuí-khòo,,,,
1025,1,反悔,huán-hué,,,,
1026,1,天庭,thian-tîng,,,,
1027,1,午時,gōo-sî,,,,
1028,1,及時,ki̍p-sî,,,,
1029,1,天時,thian-sî,,,,
1030,1,日時,ji̍t--sî/li̍t--sî,,,,[方1]0182
1031,1,毋捌,m̄ bat,,,,
1032,1,午時水,gōo-sî-tsuí,,,,
1033,1,日時仔,ji̍t--sî-á/li̍t--sî-á,,,,
1034,1,及格,ki̍p-keh,,,,
1035,1,反桌,píng-toh,,,,
1036,1,文書,bûn-su,,,,
1037,1,月桃,ge̍h-thô,,,,
1038,1,天氣,thinn-khì,,,,
1039,1,水氣,tsuí-khì,,,,
1040,1,反症,huán-tsìng,,,,
1041,1,止疼,tsí-thiànn,,,,
1042,1,毛病,môo-pēnn/môo-pīnn,,,,
1043,1,水珠,tsuí-tsu,,,,
1044,1,歹症頭,pháinn-tsìng-thâu,,,,
1045,1,天秤,thian-pîng,,,,
1046,1,心神,sim-sîn,,,,
1047,1,少缺,tsió-khueh/tsió-kheh,,,,
1048,1,手耙,tshiú-pē,,,,
1049,1,欠缺,khiàm-khueh/khiàm-kheh,,,,
1050,1,引起,ín-khí,,,,
1051,1,記持,kì-tî,,,,
1052,1,手骨,tshiú-kut,,,,
1053,1,天堂,thian-tông,,,,
1054,1,夫婦,hu-hū,,,,
1055,1,反常,huán-siông,,,,
1056,1,日常,ji̍t-siông/li̍t-siông,,,,
1057,1,心情,sim-tsîng,,,,
1058,1,毋情願,m̄-tsîng-guān,,,,
1059,1,手液,tshiú-sio̍h,,,,
1060,1,水梨仔,tsuí-lâi-á,,,,
1061,1,心爽,sim-sóng,,,,
1062,1,天理,thian-lí,,,,
1063,1,心理,sim-lí,,,,
1064,1,手痕,tshiú-hûn,,,,
1065,1,水產,tsuí-sán,,,,
1066,1,支票,tsi-phiò,,,,
1067,1,文章,bûn-tsiong,,,,
1068,1,反船,píng-tsûn,,,,
1069,1,手術,tshiú-su̍t,,,,
1070,1,毋通,m̄-thang,,,,
1071,1,水貨,tsuí-huè/tsuí-hè,,,,
1072,1,天頂,thinn-tíng,,,,
1073,1,孔雀,khóng-tshiok,,,,
1074,1,木魚,bo̍k-hî/bo̍k-hû,,,,[方1]0083
1075,1,木麻黃,bo̍k-muâ-hông,,,,
1076,1,歹喙,pháinn-tshuì,,,,
1077,1,歹喙斗,pháinn-tshuì-táu,,,,
1078,1,止喙焦,tsí tshuì-ta,,,,
1079,1,比喻,pí-jū/pí-lū,,,,
1080,1,心悶,sim-būn,,,,
1081,1,支援,tsi-uān,,,,
1082,1,毋敢,m̄ kánn,,,,
1083,1,水晶,tsuí-tsinn,,,,
1084,1,日期,ji̍t-kî/li̍t-kî,,,,
1085,1,木棉,bo̍k-mî,,,,
1086,1,引渡,ín-tōo,,,,
1087,1,歹款,pháinn-khuán,,,,
1088,1,毛毯,môo-thán,,,,
1089,1,天然,thian-jiân/thian-liân,,,,
1090,1,月琴,gue̍h-khîm/ge̍h-khîm,,,,
1091,1,天窗,thinn-thang,,,,
1092,1,歹睏,pháinn-khùn,,,,
1093,1,巴結,pa-kiat,,,,
1094,1,手筆,tshiú-pit,,,,
1095,1,月給,gue̍h-kip/ge̍h-kip,,,,
1096,1,水筆仔,tsuí-pit-á,,,,
1097,1,手腕,tshiú-uánn,,,,
1098,1,手腕骨,tshiú-uánn-kut,,,,
1099,1,毋著,m̄-tio̍h,,,,
1100,1,文雅,bûn-ngá,,,,
1101,1,手勢,tshiú-sè,,,,
1102,1,欠債,khiàm-tsè,,,,
1103,1,歹勢,pháinn-sè,,,,[方1]0557
1104,1,天意,thinn-ì,,,,
1105,1,心意,sim-ì,,,,
1106,1,歹意,pháinn-ì,,,,
1107,1,月暗暝,gue̍h-àm-mê/ge̍h-àm-mî,,,,
1108,1,斗概,táu-kài,,,,
1109,1,水準,tsuí-tsún,,,,
1110,1,水溝,tsuí-kau,,,,
1111,1,太極拳,thài-ki̍k-kûn,,,,
1112,1,水源頭,tsuí-guân-thâu,,,,
1113,1,少爺,siàu-iâ,,,,
1114,1,月經,gue̍h-king/ge̍h-king,,,,[方1]0945
1115,1,反腹,píng-pak,,,,
1116,1,心腸,sim-tn̂g,,,,
1117,1,心腹,sim-pak,,,,
1118,1,歹腹肚,pháinn-pak-tóo,,,,
1119,1,歹話,pháinn-uē,,,,
1120,1,毛跤,mn̂g-kha,,,,
1121,1,手路,tshiú-lōo,,,,
1122,1,歹路,pháinn-lōo,,,,
1123,1,歹運,pháinn-ūn,,,,
1124,1,毋過,m̄-koh,,,,
1125,1,比較,pí-kàu,,,,
1126,1,水道,tsuí-tō,,,,
1127,1,水道水,tsuí-tō-tsuí,,,,
1128,1,手路菜,tshiú-lōo-tshài,,,,
1129,1,水道頭,tsuí-tō-thâu,,,,
1130,1,手銃,tshiú-tshìng,,,,
1131,1,水閘,tsuí-tsa̍h,,,,
1132,1,水電,tsuí-tiān,,,,
1133,1,手電仔,tshiú-tiān-á,,,,[方1]0152
1134,1,反僥,huán-hiau,,,,
1135,1,止嗽,tsí-sàu,,,,
1136,1,夭壽,iáu-siū,,,,[方1]0050
1137,1,夭壽仔,iáu-siū-á,,,,
1138,1,夭壽短命,iáu-siū-té-miā,,,,
1139,1,反對,huán-tuì,,,,
1140,1,手摺簿仔,tshiú-tsih-phōo-á,,,,
1141,1,太監,thài-kàm,,,,
1142,1,毋管,m̄-kuán,,,,
1143,1,毛管,mn̂g-kńg,,,,
1144,1,水管,tsuí-kóng,,,,
1145,1,水蜜桃,tsuí-bi̍t-thô,,,,
1146,1,引誘,ín-iú,,,,
1147,1,日誌,ji̍t-tsì/li̍t-tsì,,,,[方1]0071
1148,1,心酸,sim-sng,,,,
1149,1,水銀,tsuí-gîn/tsuí-gûn,,,,
1150,1,歹銅舊錫,pháinn-tâng-kū-siah,,,,[方1]0387
1151,1,引魂,ín-hûn,,,,
1152,1,月餅,gue̍h-piánn/ge̍h-piánn,,,,
1153,1,水餃,tsuí-kiáu,,,,
1154,1,少數,tsió-sòo,,,,
1155,1,欠數,khiàm-siàu,,,,
1156,1,水槽,tsuí-tsô,,,,
1157,1,手數料,tshiú-sòo-liāu,,,,
1158,1,手模,tshiú-bôo,,,,
1159,1,手盤,tshiú-puânn,,,,
1160,1,化緣,huà-iân,,,,
1161,1,比論,pí-lūn,,,,
1162,1,心適,sim-sik,,,,
1163,1,化學,huà-ha̍k,,,,
1164,1,文學,bûn-ha̍k,,,,
1165,1,手擋,tshiú-tòng,,,,
1166,1,文憑,bûn-pîng,,,,
1167,1,天橋,thian-kiô,,,,
1168,1,心機,sim-ki,,,,
1169,1,戶橂,hōo-tīng,,,,[方1]0478
1170,1,手橐仔,tshiú-lok-á,,,,[方1]0472
1171,1,手機仔,tshiú-ki-á,,,,
1172,1,水燈,tsuí-ting,,,,
1173,1,歹積德,pháinn-tsik-tik,,,,
1174,1,手錶仔,tshiú-pió-á,,,,[方1]0196
1175,1,心頭,sim-thâu,,,,
1176,1,戶頭,hōo-thâu,,,,
1177,1,手頭,tshiú-thâu,,,,
1178,1,日頭,ji̍t-thâu/li̍t-thâu,,,,[方1]0165
1179,1,月頭,gue̍h-thâu/ge̍h-thâu,,,,
1180,1,水頭,tsuí-thâu,,,,
1181,1,日頭花,ji̍t-thâu-hue/li̍t-thâu-hue,,,,
1182,1,引頭路,ín-thâu-lōo,,,,
1183,1,水鴨,tsuí-ah,,,,
1184,1,水龍,tsuí-lîng,,,,
1185,1,水龜,tsuí-ku,,,,
1186,1,水龍車,tsuí-lîng-tshia,,,,
1187,1,水鴛鴦,tsuí-uan-iunn,,,,
1188,1,反應,huán-ìng,,,,
1189,1,手環,tshiú-khuân,,,,
1190,1,天篷,thian-pông,,,,[方1]0474
1191,1,水蕹菜,tsuí-ìng-tshài,,,,
1192,1,歹聲嗽,pháinn-siann-sàu,,,,
1193,1,水螺,tsuí-lê,,,,
1194,1,歹講,pháinn-kóng,,,,
1195,1,比賽,pí-sài,,,,
1196,1,水觳仔,tsuí-khok-á,,,,
1197,1,反輾轉,píng-liàn-tńg,,,,
1198,1,水櫃,tsuí-kuī,,,,
1199,1,歹癖,pháinn-phiah,,,,
1200,1,水薸,tsuí-phiô,,,,[方1]0333
