華語,詞條編號,詞條名稱
執筆,54342,執筆
執行,7118,執行
培,7098,培
培植,6149,栽培
培育,51688,培育
培訓,52215,培訓
培養,11581,養育
培養,7150,培養
基因,51146,基因
基地,7117,基地
基層,50992,基層
基本,7113,基本
基準,53678,基準
基督,7143,基督
基督教,7144,基督教
基礎,7152,基礎
基金,7128,基金
基隆,34118,基隆
基隆山,32040,基隆山
基隆市,35351,基隆市
基隆河,38010,基隆河
基隆港,37001,基隆港
堂,7099,堂
堂,7100,堂
堂兄弟,3649,叔伯兄弟
堂兄弟姊妹,3651,叔伯的
堂堂,7135,堂堂
堂姊妹,3650,叔伯姊妹
堂房,11966,親堂
堂鼓,8007,通鼓
堅,7101,堅
堅信,54341,堅信
堅固,7121,堅固
堅固,8909,結實
堅固,13605,𠕇篤
堅定,7122,堅定
堅定,8795,硬
堅強,1093,巴結
堅強,51145,堅強
堅持,7129,堅持
堅決,51544,堅決
堅硬,13604,𠕇硞硞
堆,5875,垺
堆,7102,堆
堆積,52019,堆積
堆肥,13534,𩛩肥
堆肥,7127,堆肥
堙垢,6325,烏煙黗
堤防,10961,駁岸
堪,8274,堪
堪輿,5352,看風水
報,8275,報
報仇,8298,報復
報仇,8281,報仇
報仇,8292,報冤
報價,51318,報價
報刊,53186,報刊
報到,8289,報到
報名,50254,報名
報告,9810,稟
報告,8286,報告
報導,50011,報導
報廢,8303,報銷
報復,8298,報復
報復,8281,報仇
報恩,8293,報恩
報案,51708,報案
報業,53722,報業
報社,53721,報社
報稅,52037,報稅
報答,8300,報答
報紙,8295,報紙
報紙,9577,新聞
報考,53187,報考
報表,52237,報表
報警,52796,報警
報酬,50596,報酬
報銷,8303,報銷
報馬,3258,抓耙仔
報馬,8296,報馬仔
場,8276,場
場合,8284,場合
場地,50615,場地
場所,8290,場所
場面,8291,場面
場面,8284,場合
堵,7103,堵
堵,10596,滯
堵塞,10627,滯滯
塊,3769,坵
塊,9382,塊
塊頭,10659,漢草
塌,9383,塌
塌塌米,31151,tha33 tha55 mih3
塌陷,13636,塌
塌鼻,7858,蛀鼻
塌鼻子,1606,凹鼻
塑膠,9428,塑膠
塑膠桶,9429,塑膠桶
塑膠袋,9430,塑膠袋仔
塑身,54485,塑身
塑造,50791,塑造
塔,9384,塔
塗,3957,抹
塗,9385,塗
塗庫莊,40197,塗庫莊
塗抹,11308,糊
塗抹,3213,抉
塗粉,4091,抹粉
塗鹽巴,4192,抹鹽
塚,9386,塚
塞,9387,塞
塞,9599,楔
塞,11043,屧
塞,7710,窒
塞,13122,櫼
塞,9510,搢
塞,13488,㧣
塞住,11571,駐
塞嘴巴,7732,窒喙空
塞子,6119,栓仔
塞子,7720,窒仔
塞手縫,9607,楔手縫
塞縫,9660,楔縫
填土,3055,坉塗
填平,3034,坉
填平,3042,坉平
填海,9417,填海
填空,9410,塌空
填補人手,9421,塌跤
填補凹洞,3042,坉平
塭,9389,塭
塵土飛揚,3768,坱
塵埃,3802,坱埃
境,10443,境
境內,52837,境內
境地,2339,地步
境地,53803,境地
境界,10458,境界
墊,7917,跂
墊,10444,墊
墊,5471,苴
墊腳,7999,跂跤
墊被,8948,舒被
墓,10445,墓
墓地,10451,墓仔埔
墓地,10452,墓地
墓地,10460,墓埕
墓地,8062,陰地
墓地,542,山頭
墓地,9396,塚仔埔
墓碑,10464,墓牌
墓穴,10469,墓壙
墓穴,12512,壙
墜,11015,墜
墜子,11021,墜仔
墜繩,11035,墜繩
墜落,11027,墜落
增加,1393,加
增加,11022,增加
增添,1393,加
增添,2965,助
增添,50797,增添
增生,54582,增生
增益,2965,助
增資,53825,增資
增進,51094,增進
增進食慾,9214,開脾
增長,51442,增長
墟,11016,墟
墨,11017,墨
墨,6331,烏墨
墨斗,11018,墨斗
墨斗魚,4459,花枝
墨水,11023,墨汁
墨水,11019,墨水
墨汁,11023,墨汁
墨汁,11019,墨水
墨綠,4669,金龜綠
墨賊,11028,墨賊仔
墨鏡,6256,烏仁目鏡
墨鏡,6255,烏仁
墨魚,11028,墨賊仔
墨魚,4459,花枝
墨魚,31154,thak5 khooh3
墳場,10451,墓仔埔
墳場,10452,墓地
墳場,9396,塚仔埔
墳場,9390,塚山
墳墓,10445,墓
墳墓,5596,風水
墳山,9390,塚山
墳頭,10467,墓龜
壁,11639,壁
壁櫥,11670,壁櫥
壁洞,11654,壁空
壁畫,51175,壁畫
壁紙,52870,壁紙
壁虎,12646,蟮蟲仔
壇,11641,壇
壓,12168,壓
壓,8794,硩
壓,6017,捏
壓,11571,駐
壓制,53871,壓制
壓力,12181,壓力
壓扁,8818,硩扁
壓縮,51590,壓縮
壓迫,12197,壓迫
壓迫別人,5591,食人
壓驚,8840,硩驚
壘,12510,壘
壞,5899,害
壞,817,歹
壞事,875,歹代
壞人,8388,惡人
壞人,829,歹人
壞人,980,歹物
壞人,6562,臭人
壞天氣,862,歹天
壞心,6262,烏心肝
壞心眼,12562,甕肚
壞心眼,863,歹心
壞心肝,6262,烏心肝
壞心腸,12562,甕肚
壞心腸,6328,烏漉肚
壞心腸,6262,烏心肝
壞掉,5929,害去
壞東西,980,歹物
壞球,31025,boo51 lu11
壞處,7385,敗害
壞話,1119,歹話
士,193,士
士兵,2901,兵仔
士兵,51467,士兵
士官,53932,士官
士林,36024,士林
士林區,35012,士林區
士氣,51185,士氣
壬,791,壬
壯圍鄉,35062,壯圍鄉
壯大,53520,壯大
壯觀,52669,壯觀
壯麗,54092,壯麗
壹,2,一
壹,1,一
壺,8277,壺
壺,10284,鈷
壺,8278,壺
壺蘆,10018,葫蘆
壽,10447,壽
壽司,31148,su55 sih3
壽命,9701,歲壽
壽命,10454,壽命
壽山,32044,壽山
壽材,10455,壽板
壽桃,13096,麵桃
壽終正寢,2327,好死
壽衣,10453,壽衣
壽豐,34160,壽豐
壽豐溪,38063,壽豐溪
壽險,53804,壽險
夏,5880,夏
夏,41126,夏
夏令營,5890,夏令營
夏侯,41129,夏侯
夏天,11245,熱人
夏天,11246,熱天
夏日,50983,夏日
夏稻,633,六月冬
夏穫,633,六月冬
夏至,30010,夏至
夕陽,51928,夕陽
外,1420,外
外交,1471,外交
外人,1426,外人
外來,51491,外來
外債,51493,外債
外傷,54023,外傷
外公,4524,阿公
外公,1438,外公
外力,52367,外力
外務員,1471,外交
外勞,51192,外勞
外包,54020,外包
外匯,50553,外匯
外向,52955,外向
外商,51191,外商
外國,1537,外國
外國人,7084,啄鼻仔
外國的,5141,洋
外圍,52632,外圍
外在,50965,外在
外地,1480,外位
外地,52956,外地
外型,50734,外型
外場,1559,外場
外套,1517,外套
外套,10066,裌裘
外婆,4637,阿媽
外婆,1575,外媽
外孫,1522,外孫
外形,3181,形狀
外形,51619,外形
外快,1593,外路仔
外快多,4298,油洗洗
外快子,1593,外路仔
外文,52954,外文
外殼,51492,外殼
外流,51620,外流
外海,54021,外海
外甥,1565,外甥
外用,51618,外用
外界,50265,外界
外痔,1549,外痔
外省退伍老兵,2678,老芋仔
外祖父,1438,外公
外科,1508,外科
外籍,54024,外籍
外緣,12222,檠
外號,311,小名
外行,1478,外行
外衣,1511,外衫
外表,79,人才
外表,50581,外表
外觀,1642,外觀
外觀,5374,看頭
外貌,53464,外貌
外資,50232,外資
外遇,3441,走私
外邊,1514,外面
外邊,1434,外口
外邊,1625,外頭
外部,53463,外部
外野,54022,外野
外銷,50352,外銷
外面,1514,外面
外面,1434,外口
外面,1625,外頭
外面,405,口面
外面用餐,5600,食外口
外頭,1514,外面
外頭,1434,外口
外頭,1625,外頭
多,591,冗
多,4507,長
多,2280,多
多,12239,濟
多事,2342,多事
多作怪,4812,厚屎
多元,52987,多元
多出來,1393,加
多嘴,4826,厚話
多嘴,12254,濟話
多多少少,12247,濟少
多媒體,50822,多媒體
多少,6934,偌
多少,7022,偌濟
多少,1563,加減
多少,12247,濟少
多少,50112,多少
多得很,1047,少缺
多情,2371,多情
多數,279,大爿
多數,50141,多數
多樣,2796,百樣
多樣,52143,多樣
多禮,4831,厚禮數
多管閒事,8699,牚頭
多角化,51500,多角化
多話,4826,厚話
多話,12254,濟話
多謝,8203,勞力
多謝,2425,多謝
多麼,7012,偌爾
多麼,11541,遮爾
夜,3770,夜
夜,10567,暝
夜來香,964,月來香
夜勤,3815,夜勤
夜工,3815,夜勤
夜工,10571,暝工
夜市,3788,夜市
夜市場,3788,夜市
夜晚,9650,暗暝
夜晚,9628,暗時
夜晚,10583,暝時
夜景,3812,夜景
夜校,9655,暗學仔
夜盲症,12703,雞仔目
夜總會,52688,夜總會
夜色,52411,夜色
夜裡,9628,暗時
夜貓子,9615,暗光鳥
夜車,10576,暝車
夜間,54116,夜間
夜間部,3814,夜間部
夜鷺,9615,暗光鳥
夠,7104,夠
夠本,7107,夠工
夠本,7114,夠本
夠用,7116,夠用
夢,10448,夢
夢,10449,夢
夢中,54781,夢中
夢到,10448,夢
夢囈,8073,陷眠
夢境,52267,夢境
夢幻,51725,夢幻
夢想,6437,眠夢
夢見,10448,夢
夢見,54541,夢見
夥計,10459,夥計
夥計,3857,店員
大,4838,奒
大,9894,落
大,195,大
大,196,大
大丈夫,240,大丈夫
大不了,249,大不了
大事,52600,大事
大事情,286,大代誌
大人,221,大人
大仙寺,39003,大仙寺
大伯,321,大伯
大伯子,321,大伯
大伯母,358,大姆
大使,347,大使
大便,4065,放屎
大便,4871,屎
大便,384,大便
大便,42,一礐屎
大內鄉,35230,大內鄉
大前天,9894,落
大前天,9958,落昨日
大前天,395,大昨日
大前年,385,大前年
大口呼吸,428,大氣
大口喘氣,8209,喘大氣
大同,52598,大同
大同區,35007,大同區
大同鄉,35067,大同鄉
大名,309,大名
大哥,281,大兄
大哥,413,大哥
大哥大,1171,手機仔
大嘴巴,12475,闊喙
大地,51352,大地
大地主,2003,田僑仔
大型,297,大本
大型,50409,大型
大埤鄉,35187,大埤鄉
大塊頭,562,大龐
大壽,503,大壽
大壽金,854,天公金
大多數,51353,大多數
大天白日,9796,當頭白日
大夫,12708,醫生
大姊,359,大姊
大姐,31113,oo33 ne51 sang11
大姑,360,大姑
大姑子,415,大娘姑
大姑陷,40029,大嵙陷
大姨,386,大姨
大學,536,大學
大安,36004,大安
大安,40014,大安
大安區,35004,大安區
大安森林公園,33002,大安森林公園
大安溪,38020,大安溪
大安鄉,35130,大安鄉
大家,7972,逐家
大家庭,422,大家口
大家族,422,大家口
大富,448,大富
大富,34166,大富
大富大貴,450,大富大貴
大寒,30024,大寒
大寫,53935,大寫
大將,51605,大將
大專,53373,大專
大小,443,大細
大小眼,445,大細目
大局,52599,大局
大屯山,32005,大屯山
大山,34075,大山
大山鼠,489,山貉
大師,50283,大師
大年夜,73,二九暝
大廚師,12316,總舖師
大廳,13415,廳頭
大廳,13414,廳堂
大廳,565,大廳
大後天,9894,落
大後天,9956,落後日
大後天,390,大後日
大後年,9957,落後年
大後年,391,大後年
大慶,34033,大慶
大戰,52332,大戰
大戲,548,大戲
大戶,53933,大戶
大房子,412,大厝
大手筆,52911,大手筆
大批,50810,大批
大拇指,5071,指頭拇公
大拇指,545,大頭拇
大掃除,451,大摒掃
大排場,7154,奢颺
大方,10549,慷慨
大方,5226,派頭
大方,626,冇手
大方,264,大方
大方,5526,重手
大方,497,大路
大方,524,大範
大旱,5153,洘旱
大暑,30012,大暑
大會,50577,大會
大月,266,大月
大本營,52597,大本營
大本錢,297,大本
大東,36079,大東
大概,50284,大概
大樓,50497,大樓
大樹跤,40033,大樹跤
大樹鄉,35255,大樹鄉
大武,34191,大武
大武山,32007,大武山
大武鄉,35323,大武鄉
大氣,427,大氣
大水坑,3057,坑溝
大水溝,2392,圳溝
大河,454,大港
大浪,455,大湧
大海,51468,大海
大清早,7953,透早
大湖,34065,大湖
大湖,40030,大湖
大湖口,40031,大湖口
大湖鄉,35105,大湖鄉
大溪,34130,大溪
大溪鎮,35072,大溪鎮
大漢溪,38008,大漢溪
大火,52596,大火
大炮,53372,大炮
大牌,53375,大牌
大獎,52912,大獎
大王,53369,大王
大理石,52601,大理石
大甲,34083,大甲
大甲溪,38022,大甲溪
大甲草蓆,305,大甲蓆
大甲鎮,35119,大甲鎮
大略,9198,量其約
大略,53934,大略
大白天,9796,當頭白日
大白菜,1976,白菜
大盤,50605,大盤
大目降,40013,大目降
大眼睛,301,大目
大眼鯛,5410,紅目鰱
大眾,726,公眾
大眾,7669,眾人
大眾,50204,大眾
大秤,9185,量仔
大筆,53376,大筆
大約,9198,量其約
大約,50218,大約
大綱,53377,大綱
大老,4550,長老
大聲,553,大聲
大肚,34088,大肚
大肚子,484,大腹肚
大肚子,334,大肚胿
大肚山,32006,大肚山
大肚鄉,35132,大肚鄉
大脖子,546,大頷胿
大腸,480,大腸
大腿,508,大腿
大膽,2424,好膽
大膽,554,大膽
大自然,50732,大自然
大致上,12312,總算
大舅,481,大舅
大舅子,3817,妻舅
大興宮,39004,大興宮
大舌頭,12191,擢舌根
大蒜,10832,蒜頭
大衣,53370,大衣
大衣,31076,khoo51 too11
大西洋,53371,大西洋
大話,10437,嘐潲話
大話,488,大話
大路,497,大路
大道公,4727,保生大帝
大道公,499,大道公
大選,50958,大選
大部份,54740,大部份
大量,467,大量
大門,1741,正門
大門,51354,大門
大陸,50017,大陸
大雅鄉,35126,大雅鄉
大雨,52331,大雨
大雪,30021,大雪
大雪山,32008,大雪山
大霸尖山,32009,大霸尖山
大頭菜,9001,菜擴
大頭鰱,13286,鰱
大頭鰱,13291,鰱魚
大馬哈魚,5465,紅鰱魚
大體,53378,大體
大麻,53374,大麻
大麻鷺,2828,竹雞仔
大黃瓜,11524,醃瓜
大黃蜂,4667,虎頭蜂
大鼓,502,大鼓
天,792,天
天,793,天
天上,1072,天頂
天上聖母,9441,媽祖
天下,831,天下
天下大亂,866,天反地亂
天九,830,天九牌
天九牌,830,天九牌
天井,847,天井
天井,7544,深井
天亮,897,天光
天份,52930,天份
天使,52344,天使
天候,1038,天氣
天價,53412,天價
天公,1935,玉皇大帝
天公生,852,天公生
天公金,854,天公金
天后,52931,天后
天后宮,39009,天后宮
天命,52613,天命
天地,905,天地
天堂,1053,天堂
天平,53409,天平
天庭,1026,天庭
天性,52932,天性
天意,1104,天意
天才,832,天才
天文,858,天文
天文台,33004,天文臺
天文臺,33004,天文臺
天文館,33005,天文館
天昏地暗,6263,烏天暗地
天時,1029,天時
天橋,1167,天橋
天氣,1038,天氣
天氣寒冷,2929,冷氣
天氣炎熱乾燥,1295,火燒埔
天涯,53975,天涯
天災,53410,天災
天然,1089,天然
天牛,7606,牽牛
天狗熱,982,天狗熱
天王,53974,天王
天理,1062,天理
天生,1900,生成
天生,52119,天生
天真,52120,天真
天秤,1045,天秤
天空,1072,天頂
天窗,1091,天窗
天窗,847,天井
天線,51186,天線
天老爺,848,天公
天良,955,天良
天色,924,天色
天花亂墜,11334,糊瘰瘰
天花板,1190,天篷
天賦,53976,天賦
天道,1062,天理
天邊,54742,天邊
天際,53411,天際
天體,51482,天體
天鵝,52933,天鵝
太,9319,傷
太,794,太
太保,994,太保
太保市,35201,太保市
太太,5083,某
太太,5942,家後
太太,7620,牽的
太太,7605,牽手
太太,859,太太
太太,5113,查某人
太妹,969,太妹
太子,53413,太子
太師母,2071,先生媽
太平,881,太平
太平市,35135,太平市
太平洋,51613,太平洋
太極,52934,太極
太極拳,1111,太極拳
太極金,6711,財子壽
太清淡,8711,無鹹無纖
太白粉,892,太白粉
太白酒,893,太白酒
太白金星,891,太白星
太監,1141,太監
太空,984,太空
太陽,1178,日頭
太陽眼鏡,6256,烏仁目鏡
太陽眼鏡,6255,烏仁
太陽穴,13407,鬢邊
太陽雨,5116,查某雨
太魯閣大山,32017,太魯閣大山
夫,795,夫
夫人,828,夫人
夫妻,6526,翁某
夫妻,1054,夫婦
夫妻,970,夫妻
夫婦,6526,翁某
夫婦,1054,夫婦
夫婦,970,夫妻
夭壽,1136,夭壽
夭壽,1137,夭壽仔
夭壽,1138,夭壽短命
夭壽,941,夭折
夭折,1136,夭壽
夭折,941,夭折
央,1421,央
央三託四,1436,央三託四
央求,3810,姑情
失,1645,失
失事,1726,失事
失信,1747,失約
失信,1743,失信
失去,8283,喪失
失去,50340,失去
失去原味,3443,走味
失去感覺,2490,死肉
失去水分,7101,堅
失常,1766,失常
失常,12051,錯亂
失意,9993,落魄
失意,53465,失意
失戀,1841,失戀
失手,10903,遛手
失手,1687,失手
失手,12031,錯手
失效,52633,失效
失敗,1769,失敗
失敬,1797,失敬
失明,1738,失明
失明,4576,青盲
失望,1771,失望
失望,5747,凊心
失業,1798,失業
失業,5635,食家己
失水,6258,消水
失真,3502,走精
失真,54025,失真
失眠,1757,失眠
失神,9975,腦貧血
失神,1758,失神
失禮,8706,無禮
失禮,1673,失人禮
失禮,1836,失禮
失竊,9044,著賊偷
失策,1811,失算
失算,1811,失算
失約,1747,失約
失約,1743,失信
失聲,1832,失聲
失落,54026,失落
失言,1721,失言
失誤,5911,差
失誤,5960,差錯
失調,52368,失調
失足,11471,踏差
失蹤,1837,失蹤
失重,1748,失重
失陪,1780,失陪
夾,11547,鋏
夾,6007,挾
夾,3039,夾
夾,6008,挾
夾,11043,屧
夾克,10036,裘仔
夾克,31054,jian51 ba11
夾子,3039,夾
夾子,3041,夾仔
夾尾狗,8464,揜尾狗
夾襖,10036,裘仔
夾襖,10066,裌裘
奇,3773,奇
奇,3772,奇
奇妙,3789,奇巧
奇妙,3795,奇妙
奇妙,2527,有神
奇岩,36019,奇岩
奇幻,51648,奇幻
奇怪,3772,奇
奇怪,3798,奇怪
奇數,3818,奇數
奇檬子,31066,khi33 moo55 tsih3
奇武卒,40101,奇武卒
奇異,53041,奇異
奇美,52161,奇美
奇蹟,3819,奇蹟
奈何,54118,奈何
奈何不了他,8636,無法伊
奉勸,53040,奉勸
奉天宮,39017,奉天宮
奉承,3188,扶挺
奉獻,54117,奉獻
奉茶,3804,奉茶
奉送,3805,奉送
奏,4836,奏
奏樂,4862,奏樂
契,4837,契
契約,2363,字紙
契約,51527,契約
奔忙,9314,傱
奔波,6070,捙跋反
奔波,51972,奔波
奔走,3491,走傱
奔走,9314,傱
奔走,10240,運動
奔走,53556,奔走
套,6943,副
套,13253,籠
套,3537,佬
套,9893,落
套,11734,橐
套,11735,橐
套,4869,封
套,8026,部
套,12577,繏
套,12652,軀
套,5881,套
套子,13226,囊
套房,53115,套房
套索,9187,鈕仔
套裝,51671,套裝
套話,5894,套話
奚,41127,奚
奚落,13058,譬相
奚落,6794,訕潲
奠儀,1888,白包
奢侈,7139,奢華
奢華,7139,奢華
奧妙,53764,奧妙
奧運,50404,奧運
奪,10450,奪
奮戰,53851,奮戰
奮起湖,34236,奮起湖
奮鬥,11657,奮鬥
女,197,女
女,198,女
女中,31106,ne51 tsiang11
女人,5111,查某
女人,5113,查某人
女人,50151,女人
女儐相,2940,伴嫁
女兒,351,女兒
女兒,5114,查某囝
女士,50959,女士
女婿,2232,囝婿
女婿,1432,半子
女子,50578,女子
女子高中,6831,高女
女孩子,5115,查某囡仔
女將,52602,女將
女性,5111,查某
女性,50055,女性
女性生殖器,11341,膣
女王,53937,女王
女生,5111,查某
女生,5113,查某人
女神,5893,娘娘
女神,51929,女神
女紅,6889,針黹
女裝,52603,女裝
女陰,11341,膣
奴,1646,奴
奴才,10765,箍絡
奴才,1674,奴才
奴隸,1646,奴
奴隸,54027,奴隸
奶,1647,奶
奶名,3560,乳名
奶嘴,1241,牛奶喙仔
奶嘴,1781,奶喙仔
奶奶,4637,阿媽
奶娘,1698,奶母
奶媽,1698,奶母
奶水,51777,奶水
奶油,31078,khu33 li51 mu11
奶油,31013,ba55 tah3
奶白色,1240,牛奶色
奶罩,1736,奶帕仔
奶茶,53466,奶茶
奶頭,1824,奶頭
奸,2281,奸
奸巧,2317,奸巧
奸細,2376,奸細
奸臣,2331,奸臣
奸詐,2419,奸險
奸詐,2399,奸詭
奸詐,5203,狡怪
奸險,2419,奸險
奸險,2399,奸詭
奸雄,2388,奸雄
好,5385,美
好,2282,好
好,2283,好
好事,53500,好事
好事情,2349,好空
好些,8354,幾若
好人,52988,好人
好像,6685,袂輸
好像,8469,敢若
好像,5468,若
好像,5504,若親像
好像,5502,若像
好像,11974,親像
好像,3867,宛然
好像說,6686,袂輸講
好價格,2413,好價
好價錢,2413,好價
好兄弟,2315,好兄弟
好兆頭,2370,好彩頭
好動,6083,捙盤
好在,3568,佳哉
好天,2306,好天
好天氣,2306,好天
好奇,2346,好奇
好好,50371,好好
好客,2351,好客
好彩頭,2370,好彩頭
好心,2307,好心
好性子,2348,好性地
好意,2390,好意
好意思,2389,好勢
好感,54059,好感
好日子,3578,佳期
好朋友,2315,好兄弟
好歹,2308,好歹
好比,6685,袂輸
好比,1447,可比
好比,11974,親像
好比說,6686,袂輸講
好消息,3571,佳音
好漢,2409,好漢
好玩,13557,𨑨迌
好相處,8769,痟痟
好看,5385,美
好看,5466,美觀
好看,5463,美麗
好看,2355,好看
好端端,2325,好好人
好笑,10083,詼
好笑,51122,好笑
好管閒事,2342,多事
好管閒事,12742,雜插
好聽,52989,好聽
好色,2332,好色
好色,11470,豬哥神
好色,11468,豬哥
好色,9783,痴哥
好色,9784,痴哥神
好色,13530,𪁎哥
好色之徒,9783,痴哥
好色的樣子,9784,痴哥神
好色而流口水,5224,流豬哥瀾
好處,12166,優點
好處,2964,利
好處,7019,偏頭
好處,50537,好處
好言好語,2379,好喙
好話,2400,好話
好轉,6729,起色
好運,2403,好運
好運氣,3875,幸運
好酒,11908,興酒
好酒,2365,好酒
如,2284,如
如今,3629,到今
如今,581,今
如今,50205,如今
如何,4982,怎樣
如何,50014,如何
如來,54060,如來
如同,50583,如同
如夫人,2311,如夫人
如意,669,不求人
如意,52649,如意
如果,7493,欲
如果,6981,假使
如果,12227,檢采
如果,5469,若
如果,5486,若是
如果,5501,若準
如果,50002,如果
如此,5030,按呢
如此,2328,如此
如此,11515,遮
如此云云,2330,如此如此
如此如此,2330,如此如此
妃,2285,妃
妄想,13460,戇想
妄想,11169,數想
妒忌,5407,紅目
妓,8309,媌
妓女,8326,媌仔
妓女,3076,妓女
妓女,9100,趁食查某
妓女,8976,菜店查某
妓女,13562,𨑨迌查某
妓女戶,10138,跤梢間仔
妓女戶,7190,婊間
妓女戶,9101,趁食間
妓院,9643,暗間仔
妓院,10138,跤梢間仔
妓院,9189,間仔
妓院,7190,婊間
妓院,5119,查某間
妖,3062,妖
妖孽,3139,妖孽
妖怪,3102,妖怪
妖精,3133,妖精
妖術,3121,妖術
妖豔,3134,妖嬌
妖道,3131,妖道
妗,3063,妗
妙,3064,妙
妙方,53521,妙方
