title,radical,non_radical_stroke_count,stroke_count
𬔮,竹,4,10
𬔯,竹,4,10
𬁒,日,11,14
𬔺,竹,6,12
𬔻,竹,6,12
𬔼,竹,6,12
𬔽,竹,6,12
𬔾,竹,6,12
𬔿,竹,6,12
𬁓,日,12,16
𬕊,竹,7,13
𬕋,竹,7,13
𬕌,竹,7,13
𬕍,竹,7,13
𬕎,竹,8,14
𬕏,竹,8,14
𬁔,日,12,16
𬕚,竹,9,15
𬕛,竹,9,15
𬕜,竹,9,15
𬕝,竹,9,15
𬕞,竹,9,15
𬕟,竹,9,14
𬁕,日,12,16
𬕪,竹,11,17
𬕫,竹,11,17
𬕬,竹,11,17
𬕭,竹,12,18
𬕮,竹,12,18
𬕯,竹,12,18
𬁖,日,12,16
𬕺,竹,13,19
𬕻,竹,15,21
𬕼,竹,15,20
𬕽,竹,15,21
𬕾,竹,15,21
𬕿,竹,15,21
𬁗,日,12,16
𬖊,竹,21,26
𬖋,米,1,7
𬖌,米,2,8
𬖍,米,2,8
𬖎,米,2,8
𬖏,米,3,9
𬁘,日,12,16
𬖚,米,6,12
𬖛,米,6,12
𬖜,米,6,12
𬖝,米,7,13
𬖞,米,7,13
𬖟,米,7,13
𬁙,日,13,16
𬘊,糸,15,21
𬘋,糸,15,21
𬘌,糸,15,21
𬘍,糸,16,22
𬘎,糸,16,21
𬘏,糸,16,22
𬁠,曰,3,7
𬁡,曰,4,8
𬁢,曰,6,10
𬁣,曰,7,11
𬙌,缶,4,10
𬙍,缶,4,10
𬙎,缶,5,11
𬙏,缶,6,12
𬁤,曰,7,11
𬙚,网,5,10
𬙛,网,5,10
𬙜,网,5,10
𬙝,网,6,11
𬙞,网,7,12
𬙟,网,7,12
𬁥,曰,8,12
𬙪,网,16,21
𬙫,网,18,23
𬙬,羊,3,9
𬙭,羊,4,10
𬙮,羊,4,10
𬙯,羊,4,10
𬁦,曰,8,12
𬙺,羊,10,16
𬙻,羊,10,16
𬙼,羊,11,17
𬙽,羊,11,17
𬙾,羊,12,18
𬙿,羊,13,19
𬁧,曰,8,12
𬚊,老,2,8
𬚋,老,5,9
𬚌,老,8,14
𬚍,老,12,16
𬚎,老,15,20
𬚏,而,9,15
𬁨,曰,10,14
𬚚,耳,7,13
𬚛,耳,7,13
𬚜,耳,7,13
𬚝,耳,7,13
𬚞,耳,8,14
𬚟,耳,8,14
𬁩,曰,10,14
𬜊,舌,9,15
𬜋,舌,9,15
𬜌,舌,9,15
𬜍,舌,11,17
𬜎,舌,12,17
𬜏,舌,13,19
𬁰,月,2,6
𬜚,舟,10,16
𬜛,舟,11,17
𬜜,舟,15,21
𬜝,色,6,12
𬜞,色,8,14
𬜟,色,19,25
𬁱,月,3,7
𬜪,艸,6,9
𬜫,艸,6,9
𬜬,艸,6,9
𬜭,艸,6,9
𬜮,艸,6,9
𬜯,艸,7,10
𬁲,月,3,7
𬜺,艸,7,10
𬜻,艸,8,11
𬜼,艸,8,11
𬜽,艸,8,11
𬜾,艸,8,11
𬜿,艸,8,11
𬁳,月,3,7
𬝊,艸,8,11
𬝋,艸,8,11
𬝌,艸,9,12
𬝍,艸,9,12
𬝎,艸,9,12
𬝏,艸,9,12
𬁴,月,4,8
𬝚,艸,10,13
𬝛,艸,10,13
𬝜,艸,10,13
𬝝,艸,10,13
𬝞,艸,10,13
𬝟,艸,10,13
𬁵,月,4,8
𬝪,艸,10,12
𬝫,艸,10,13
𬝬,艸,10,13
𬝭,艸,10,13
𬝮,艸,10,13
𬝯,艸,10,13
𬁶,月,4,8
𬝺,艸,11,14
𬝻,艸,11,14
𬝼,艸,11,13
𬝽,艸,11,14
𬝾,艸,11,14
𬝿,艸,11,13
𬁷,月,4,8
𬞊,艸,11,15
𬞋,艸,11,14
𬞌,艸,11,14
𬞍,艸,11,14
𬞎,艸,12,15
𬞏,艸,12,15
𬁸,月,4,8
𬞚,艸,13,16
𬞛,艸,13,16
𬞜,艸,13,16
𬞝,艸,13,16
𬞞,艸,13,16
𬞟,艸,13,16
𬁹,月,5,9
𬠊,虫,7,12
𬠋,虫,7,13
𬠌,虫,7,13
𬠍,虫,7,13
𬠎,虫,8,14
𬠏,虫,8,14
𬂀,月,7,11
𬠚,虫,8,14
𬠛,虫,9,15
𬠜,虫,9,15
𬠝,虫,9,15
𬠞,虫,9,15
𬠟,虫,10,15
𬂁,月,7,11
𬠪,虫,12,18
𬠫,虫,12,17
𬠬,虫,12,17
𬠭,虫,12,18
𬠮,虫,12,18
𬠯,虫,13,19
𬂂,月,8,12
𬠺,虫,17,23
𬠻,虫,19,25
𬠼,血,6,12
𬠽,行,1,7
𬠾,行,4,10
𬠿,行,4,10
𬂃,月,8,12
𬡊,衣,4,9
𬡋,衣,5,10
𬡌,衣,5,11
𬡍,衣,5,10
𬡎,衣,5,10
𬡏,衣,5,11
𬂄,月,8,13
𬡚,衣,7,12
𬡛,衣,7,13
𬡜,衣,7,12
𬡝,衣,7,13
𬡞,衣,8,12
𬡟,衣,8,17
𬂅,月,8,12
𬡪,衣,11,15
𬡫,衣,11,17
𬡬,衣,11,16
𬡭,衣,11,17
𬡮,衣,12,17
𬡯,衣,12,17
𬂆,月,9,13
𬡺,襾,8,14
𬡻,襾,12,18
𬡼,見,4,11
𬡽,見,5,12
𬡾,見,8,15
𬡿,見,8,15
𬂇,月,10,14
𬂈,月,10,14
𬢚,言,2,9
𬢛,言,2,9
𬢜,言,3,10
𬢝,言,3,10
𬢞,言,3,10
𬢟,言,4,11
𬂉,月,10,14
𬂐,月,12,16
𬂑,月,13,17
𬂒,月,13,17
𬤺,豆,16,23
𬤻,豕,2,9
𬤼,豕,4,11
𬤽,豕,4,11
𬤾,豕,7,14
𬤿,豕,7,14
𬂓,月,13,17
𬥊,豸,11,17
𬥋,豸,11,18
𬥌,豸,12,19
𬥍,豸,15,22
𬥎,貝,2,9
𬥏,貝,4,11
𬂔,月,13,17
𬥚,貝,7,14
𬥛,貝,8,15
𬥜,貝,8,15
𬥝,貝,8,15
𬥞,貝,8,15
𬥟,貝,8,15
𬂕,月,14,18
𬥪,貝,14,21
𬥫,貝,14,21
𬥬,貝,14,21
𬥭,貝,14,21
𬥮,貝,15,21
𬥯,貝,15,22
𬂖,月,14,18
𬂗,月,15,19
𬦊,走,5,12
𬦋,走,5,12
𬦌,走,6,13
𬦍,走,6,13
𬦎,走,7,14
𬦏,走,7,14
𬂘,月,15,20
𬦚,走,10,17
𬦛,走,10,17
𬦜,走,10,17
𬦝,走,11,18
𬦞,走,11,18
𬦟,走,12,19
𬂙,月,17,21
𬄀,木,10,14
𬄁,木,10,14
𬄂,木,10,14
𬄃,木,10,13
𬄄,木,10,14
𬄅,木,10,14
𬄆,木,10,14
𬄇,木,11,15
𬄈,木,11,15
𬄉,木,11,15
𬄐,木,11,15
𬄑,木,11,15
𬄒,木,11,15
𬄓,木,11,15
𬄔,木,11,15
𬄕,木,11,15
𬄖,木,11,15
𬄗,木,11,15
𬄘,木,11,15
𬄙,木,12,16
𬄠,木,12,15
𬄡,木,12,15
𬄢,木,12,16
𬄣,木,12,16
𬄤,木,12,15
𬄥,木,12,16
𬄦,木,12,16
𬄧,木,12,16
𬄨,木,12,15
𬄩,木,12,16
𬄰,木,13,17
𬄱,木,13,16
𬄲,木,13,16
𬄳,木,13,17
𬄴,木,13,17
𬄵,木,13,17
𬄶,木,13,17
𬄷,木,14,18
𬄸,木,14,18
𬄹,木,14,18
𬅀,木,14,18
𬅁,木,15,19
𬅂,木,15,19
𬅃,木,15,19
𬅄,木,15,19
𬅅,木,15,17
𬅆,木,15,20
𬅇,木,15,19
𬅈,木,15,19
𬅉,木,16,19
𬅐,木,18,22
𬅑,木,18,21
𬅒,木,18,22
𬅓,木,18,22
𬅔,木,19,23
𬅕,木,20,24
𬅖,木,20,24
𬅗,木,20,24
𬅘,木,20,24
𬅙,木,22,26
𬅠,欠,5,9
𬅡,欠,5,9
𬅢,欠,6,10
𬅣,欠,6,10
𬅤,欠,7,11
𬅥,欠,7,11
𬅦,欠,7,11
𬅧,欠,7,11
𬅨,欠,7,11
𬅩,欠,8,12
𬅰,欠,12,16
𬅱,欠,12,16
𬅲,欠,13,17
𬅳,欠,14,18
𬅴,欠,17,21
𬅵,欠,19,22
𬅶,止,2,6
𬅷,止,2,6
𬅸,止,3,7
𬅹,止,4,8
𬆀,止,7,11
𬆁,止,8,12
𬆂,止,8,12
𬆃,止,8,12
𬆄,止,9,13
𬆅,止,9,13
𬆆,止,10,14
𬆇,止,10,14
𬆈,止,11,15
𬆉,止,11,15
𬆐,止,15,19
𬆑,歹,5,9
𬆒,歹,5,9
𬆓,歹,6,10
𬆔,歹,6,10
𬆕,歹,6,10
𬆖,歹,7,12
𬆗,歹,7,11
𬆘,歹,8,12
𬆙,歹,8,13
𬈀,水,8,11
𬈁,水,8,11
𬈂,水,8,11
𬈃,水,8,11
𬈄,水,8,12
𬈅,水,9,12
𬈆,水,9,12
𬈇,水,9,12
𬈈,水,9,12
𬈉,水,9,12
𬈐,水,9,12
𬈑,水,9,12
𬈒,水,9,12
𬈓,水,9,12
𬈔,水,9,12
𬈕,水,9,12
𬈖,水,10,13
𬈗,水,10,13
𬈘,水,10,13
𬈙,水,10,13
𬈠,水,10,13
𬈡,水,10,14
𬈢,水,10,13
𬈣,水,10,13
𬈤,水,10,13
𬈥,水,11,14
𬈦,水,11,14
𬈧,水,11,14
𬈨,水,11,14
𬈩,水,11,13
𬈰,水,11,13
𬈱,水,11,14
𬈲,水,12,15
𬈳,水,12,15
𬈴,水,12,15
𬈵,水,12,14
𬈶,水,12,15
𬈷,水,12,15
𬈸,水,12,14
𬈹,水,12,15
𬉀,水,12,15
𬉁,水,12,15
𬉂,水,12,15
𬉃,水,12,15
𬉄,水,12,15
𬉅,水,12,16
𬉆,水,12,15
𬉇,水,12,15
𬉈,水,13,16
𬉉,水,13,16
𬉐,水,13,16
𬉑,水,13,16
𬉒,水,13,16
𬉓,水,14,17
𬉔,水,14,16
𬉕,水,14,16
𬉖,水,14,18
𬉗,水,14,17
𬉘,水,14,17
𬉙,水,14,16
𬉠,水,16,18
𬉡,水,16,18
𬉢,水,16,19
𬉣,水,16,18
𬉤,水,16,19
𬉥,水,17,20
𬉦,水,17,20
𬉧,水,17,20
𬉨,水,17,21
𬉩,水,17,20
𬉰,水,21,24
𬉱,水,21,25
𬉲,水,27,30
𬉳,水,30,33
𬉴,火,3,7
𬉵,火,3,7
𬉶,火,3,7
𬉷,火,3,7
𬉸,火,3,7
𬉹,火,3,7
𬊀,火,4,8
𬊁,火,5,9
𬊂,火,5,9
𬊃,火,6,10
𬊄,火,6,10
𬊅,火,6,10
𬊆,火,6,10
𬊇,火,6,10
𬊈,火,6,10
𬊉,火,7,10
𬊐,火,7,11
𬊑,火,7,11
𬊒,火,7,11
𬊓,火,7,11
𬊔,火,7,11
𬊕,火,7,11
𬊖,火,7,11
𬊗,火,8,12
𬊘,火,8,12
𬊙,火,8,12
𬌀,爿,5,9
𬌁,爿,5,9
𬌂,爿,7,11
𬌃,爿,8,12
𬌄,爿,8,12
𬌅,爿,8,12
𬌆,爿,8,12
𬌇,爿,8,12
𬌈,爿,8,12
𬌉,爿,10,14
𬌐,爿,16,19
𬌑,爿,17,21
𬌓,片,4,8
𬌔,片,4,8
𬌕,片,7,11
𬌖,片,17,20
𬌗,牙,6,10
𬌘,牙,10,14
𬌙,牛,2,6
𬌠,牛,7,11
𬌡,牛,8,12
𬌢,牛,8,12
𬌣,牛,9,13
𬌤,牛,9,13
𬌥,牛,9,13
𬌦,牛,10,14
𬌧,牛,10,14
𬌨,牛,11,15
𬌩,犬,1,4
𬌰,犬,6,10
𬌱,犬,6,9
𬌲,犬,7,10
𬌳,犬,7,11
𬌴,犬,7,10
𬌵,犬,8,10
𬌶,犬,8,11
𬌷,犬,8,11
𬌸,犬,9,12
𬌹,犬,9,12
𬍀,犬,10,13
𬍁,犬,11,13
𬍂,犬,11,14
𬍃,犬,11,15
𬍄,犬,11,14
𬍅,犬,11,14
𬍆,犬,12,15
𬍇,犬,12,15
𬍈,犬,13,17
𬍉,犬,13,16
𬍐,玉,3,7
𬍑,玉,3,7
𬍒,玉,4,8
𬍓,玉,4,8
𬍔,玉,4,8
𬍕,玉,4,8
𬍖,玉,4,8
𬍗,玉,5,9
𬍘,玉,5,9
𬍙,玉,5,9
𬍠,玉,6,12
𬍡,玉,6,11
𬍢,玉,6,11
𬍣,玉,6,10
𬍤,玉,6,10
𬍥,玉,7,11
𬍦,玉,7,11
𬍧,玉,7,11
𬍨,玉,7,11
𬍩,玉,7,11
𬍰,玉,8,12
𬍱,玉,8,12
𬍲,玉,8,12
𬍳,玉,8,12
𬍴,玉,9,13
𬍵,玉,9,13
𬍶,玉,9,13
𬍷,玉,9,12
𬍸,玉,9,13
𬍹,玉,9,13
𬎀,玉,10,14
𬎁,玉,10,14
𬎂,玉,10,14
𬎃,玉,10,14
𬎄,玉,10,14
𬎅,玉,11,15
𬎆,玉,11,14
𬎇,玉,11,14
𬎈,玉,11,15
𬎉,玉,11,15
𬎐,玉,12,16
𬎑,玉,12,16
𬎒,玉,12,16
𬎓,玉,13,17
𬎔,玉,13,17
𬎕,玉,13,18
𬎖,玉,13,17
𬎗,玉,14,18
𬎘,玉,14,18
𬎙,玉,14,18
𬐀,疒,16,21
𬐁,疒,17,22
𬐂,癶,7,12
𬐃,白,1,6
𬐄,白,4,9
𬐅,白,4,9
𬐆,白,5,9
𬐇,白,5,10
𬐈,白,6,11
𬐉,白,6,11
𬐐,白,9,14
𬐑,白,18,23
𬐒,皮,4,9
𬐓,皮,5,10
𬐔,皮,5,10
𬐕,皮,7,12
𬐖,皮,9,14
𬐗,皿,3,8
𬐘,皿,4,9
𬐙,皿,4,9
𬐠,皿,7,12
𬐡,皿,7,12
𬐢,皿,8,13
𬐣,皿,8,13
𬐤,皿,8,13
𬐥,皿,8,13
𬐦,皿,8,13
𬐧,皿,8,13
𬐨,皿,9,14
𬐩,皿,9,14
𬐰,皿,10,15
𬐱,皿,11,16
𬐲,皿,12,17
𬐳,皿,12,17
𬐴,皿,12,17
𬐵,皿,12,17
𬐶,皿,13,18
𬐷,皿,13,18
𬐸,皿,14,19
𬐹,皿,14,19
𬑀,皿,16,21
𬑁,皿,17,22
𬑂,皿,17,22
𬑃,皿,20,25
𬑄,皿,20,25
𬑅,目,3,8
𬑆,目,4,9
𬑇,目,4,9
𬑈,目,5,10
𬑉,目,5,10
𬑐,目,6,11
𬑑,目,6,11
𬑒,目,6,11
𬑓,目,6,11
𬑔,目,6,11
𬑕,目,6,11
𬑖,目,7,12
𬑗,目,7,12
𬑘,目,8,13
𬑙,目,8,13
𬑠,目,10,15
𬑡,目,10,15
𬑢,目,10,14
𬑣,目,10,15
𬑤,目,11,15
𬑥,目,11,16
𬑦,目,11,16
𬑧,目,11,16
𬑨,目,12,17
𬑩,目,12,17
𬑰,矢,5,10
𬑱,矢,5,10
𬑲,矢,7,12
𬑳,矢,7,12
𬑴,矢,8,13
𬑵,矢,12,17
𬑶,矢,13,18
𬑷,矢,14,19
𬑸,矢,16,21
𬑹,石,2,7
𬒀,石,4,9
𬒁,石,4,9
𬒂,石,4,9
𬒃,石,5,10
𬒄,石,5,10
𬒅,石,5,10
𬒆,石,5,10
𬒇,石,5,10
𬒈,石,5,10
𬒉,石,6,11
𬒐,石,7,12
𬒑,石,7,12
𬒒,石,8,13
𬒓,石,8,13
𬒔,石,8,13
𬒕,石,8,13
𬒖,石,9,14
𬒗,石,9,14
𬒘,石,9,14
𬒙,石,9,14
𬔀,禾,12,16
𬔁,禾,13,17
𬔂,禾,14,19
𬔃,禾,15,20
𬔄,禾,16,20
𬔅,穴,2,7
𬔆,穴,4,9
𬔇,穴,4,9
𬔈,穴,5,10
𬔉,穴,6,11
𬔐,穴,11,15
𬔑,穴,11,16
𬔒,穴,11,16
𬔓,穴,11,16
𬔔,穴,13,18
𬔕,穴,16,20
𬔖,立,1,6
𬔗,立,3,8
𬔘,立,4,9
𬔙,立,4,9
𬔠,立,7,12
𬔡,立,8,13
𬔢,立,8,13
𬔣,立,8,13
𬔤,立,9,14
𬔥,立,9,14
𬔦,立,9,14
𬔧,立,10,15
𬔨,立,11,16
𬔩,立,11,16
𬔰,竹,4,10
𬔱,竹,4,9
𬔲,竹,4,10
𬔳,竹,5,11
𬔴,竹,5,11
𬔵,竹,5,11
𬔶,竹,5,11
𬔷,竹,5,11
𬔸,竹,5,11
𬔹,竹,5,11
𬕀,竹,6,12
𬕁,竹,6,12
𬕂,竹,7,13
𬕃,竹,7,13
𬕄,竹,7,13
𬕅,竹,7,13
𬕆,竹,7,13
𬕇,竹,7,13
𬕈,竹,7,13
𬕉,竹,7,13
𬕐,竹,8,14
𬕑,竹,8,14
𬕒,竹,8,14
𬕓,竹,8,14
𬕔,竹,8,14
𬕕,竹,8,14
𬕖,竹,8,14
𬕗,竹,8,14
𬕘,竹,8,14
𬕙,竹,8,14
𬕠,竹,9,15
𬕡,竹,9,15
𬕢,竹,10,16
𬕣,竹,10,16
𬕤,竹,10,16
𬕥,竹,10,16
𬕦,竹,10,15
𬕧,竹,10,16
𬕨,竹,10,16
𬕩,竹,11,17
𬕰,竹,12,18
𬕱,竹,12,18
𬕲,竹,12,18
𬕳,竹,13,19
𬕴,竹,13,19
𬕵,竹,13,19
𬕶,竹,13,19
𬕷,竹,13,19
𬕸,竹,13,19
𬕹,竹,13,19
𬖀,竹,16,22
𬖁,竹,16,22
𬖂,竹,16,22
𬖃,竹,16,22
𬖄,竹,16,22
𬖅,竹,16,22
𬖆,竹,17,23
𬖇,竹,18,24
𬖈,竹,21,27
𬖉,竹,21,27
𬖐,米,4,10
𬖑,米,4,10
𬖒,米,4,10
𬖓,米,5,11
𬖔,米,5,11
𬖕,米,5,11
𬖖,米,5,11
𬖗,米,5,11
𬖘,米,5,11
𬖙,米,6,12
𬘀,糸,12,18
𬘁,糸,12,18
𬘂,糸,13,19
𬘃,糸,14,20
𬘄,糸,14,20
𬘅,糸,14,20
𬘆,糸,14,19
𬘇,糸,14,20
𬘈,糸,14,20
𬘉,糸,15,20
𬘐,糸,17,23
𬘑,糸,17,23
𬘒,糸,18,24
𬙐,缶,8,14
𬙑,缶,9,15
𬙒,缶,9,15
𬙓,缶,10,16
𬙔,缶,13,19
𬙕,网,2,7
𬙖,网,3,8
𬙗,网,3,7
𬙘,网,3,8
𬙙,网,4,9
𬙠,网,8,13
𬙡,网,8,14
𬙢,网,8,13
𬙣,网,8,13
𬙤,网,10,15
𬙥,网,10,15
𬙦,网,10,15
𬙧,网,12,17
𬙨,网,12,17
𬙩,网,13,18
𬙰,羊,5,11
𬙱,羊,6,12
𬙲,羊,6,12
𬙳,羊,6,12
𬙴,羊,7,13
𬙵,羊,8,14
𬙶,羊,8,14
𬙷,羊,9,15
𬙸,羊,9,15
𬙹,羊,10,16
𬚀,羊,15,21
𬚁,羊,16,22
𬚂,羊,20,26
𬚃,羽,7,13
𬚄,羽,8,14
𬚅,羽,10,16
𬚆,羽,10,16
𬚇,羽,11,17
𬚈,羽,11,17
𬚉,老,2,6
𬚐,耒,6,12
𬚑,耒,13,18
𬚒,耳,3,9
𬚓,耳,3,9
𬚔,耳,5,11
𬚕,耳,5,11
𬚖,耳,5,11
𬚗,耳,6,12
𬚘,耳,6,12
𬚙,耳,6,12
𬜀,臼,13,19
𬜁,臼,17,23
𬜂,臼,18,24
𬜃,臼,20,26
𬜄,臼,22,28
𬜅,舌,5,11
𬜆,舌,5,10
𬜇,舌,7,13
𬜈,舌,8,14
𬜉,舌,9,15
𬜐,舌,13,19
𬜑,舟,2,8
𬜒,舟,3,9
𬜓,舟,6,12
𬜔,舟,7,12
𬜕,舟,8,14
𬜖,舟,8,14
𬜗,舟,9,14
𬜘,舟,10,16
𬜙,舟,10,16
𬜠,艸,2,5
𬜡,艸,3,6
𬜢,艸,3,6
𬜣,艸,4,7
𬜤,艸,4,7
𬜥,艸,4,7
𬜦,艸,5,8
𬜧,艸,5,8
𬜨,艸,6,9
𬜩,艸,6,9
𬜰,艸,7,10
𬜱,艸,7,10
𬜲,艸,7,10
𬜳,艸,7,10
𬜴,艸,7,10
𬜵,艸,7,10
𬜶,艸,7,10
𬜷,艸,7,10
𬜸,艸,7,10
𬜹,艸,7,10
𬝀,艸,8,11
𬝁,艸,8,11
𬝂,艸,8,11
𬝃,艸,8,11
𬝄,艸,8,11
𬝅,艸,8,11
𬝆,艸,8,11
𬝇,艸,8,11
𬝈,艸,8,11
𬝉,艸,8,11
𬝐,艸,9,12
𬝑,艸,9,12
𬝒,艸,9,12
𬝓,艸,9,12
𬝔,艸,9,12
𬝕,艸,9,12
𬝖,艸,9,12
𬝗,艸,9,12
𬝘,艸,9,12
𬝙,艸,9,12
𬝠,艸,10,13
𬝡,艸,10,13
𬝢,艸,10,13
𬝣,艸,10,13
𬝤,艸,10,13
𬝥,艸,10,13
𬝦,艸,10,13
𬝧,艸,10,13
𬝨,艸,10,14
𬝩,艸,10,13
𬝰,艸,10,13
𬝱,艸,10,13
𬝲,艸,10,13
𬝳,艸,10,13
𬝴,艸,10,13
𬝵,艸,11,14
𬝶,艸,11,14
𬝷,艸,11,14
𬝸,艸,11,14
𬝹,艸,11,14
𬞀,艸,11,14
𬞁,艸,11,14
𬞂,艸,11,14
𬞃,艸,11,14
𬞄,艸,11,14
𬞅,艸,11,13
𬞆,艸,11,13
𬞇,艸,11,14
𬞈,艸,11,13
𬞉,艸,11,14
𬞐,艸,12,15
𬞑,艸,12,15
𬞒,艸,12,15
𬞓,艸,12,15
𬞔,艸,12,14
𬞕,艸,12,15
𬞖,艸,12,15
𬞗,艸,12,15
𬞘,艸,12,15
𬞙,艸,12,15
𬠀,虫,5,11
𬠁,虫,5,11
𬠂,虫,6,12
𬠃,虫,6,12
𬠄,虫,6,12
𬠅,虫,6,12
𬠆,虫,6,12
𬠇,虫,6,12
𬠈,虫,7,13
𬠉,虫,7,13
𬠐,虫,8,14
𬠑,虫,8,14
𬠒,虫,8,14
𬠓,虫,8,14
𬠔,虫,8,14
𬠕,虫,8,14
𬠖,虫,8,14
𬠗,虫,8,14
𬠘,虫,8,14
𬠙,虫,8,14
𬠠,虫,10,16
𬠡,虫,10,15
𬠢,虫,10,15
𬠣,虫,10,16
𬠤,虫,10,16
𬠥,虫,11,17
𬠦,虫,11,17
𬠧,虫,11,17
𬠨,虫,11,17
𬠩,虫,12,17
𬠰,虫,13,18
𬠱,虫,13,19
𬠲,虫,14,20
𬠳,虫,14,20
𬠴,虫,14,20
𬠵,虫,14,20
𬠶,虫,14,20
𬠷,虫,14,20
𬠸,虫,15,21
𬠹,虫,16,22
𬡀,行,9,15
𬡁,行,15,21
𬡂,衣,2,7
𬡃,衣,3,8
𬡄,衣,3,9
𬡅,衣,3,8
𬡆,衣,3,8
𬡇,衣,3,9
𬡈,衣,4,9
𬡉,衣,4,9
𬡐,衣,5,11
𬡑,衣,6,12
𬡒,衣,6,11
𬡓,衣,6,12
𬡔,衣,6,11
𬡕,衣,6,11
𬡖,衣,6,11
𬡗,衣,6,12
𬡘,衣,6,11
𬡙,衣,7,11
𬡠,衣,8,13
𬡡,衣,8,14
𬡢,衣,8,13
𬡣,衣,8,13
𬡤,衣,8,14
𬡥,衣,9,14
𬡦,衣,9,14
𬡧,衣,10,15
𬡨,衣,10,15
𬡩,衣,10,15
𬡰,衣,13,18
𬡱,衣,13,18
𬡲,衣,14,20
𬡳,衣,14,19
𬡴,衣,14,19
𬡵,衣,15,19
𬡶,衣,15,19
𬡷,衣,16,21
𬡸,襾,4,10
𬡹,襾,7,13
𬢀,見,8,15
𬢁,見,10,17
𬢂,見,11,18
𬢃,見,12,19
𬢄,見,12,18
𬢅,見,14,21
𬢆,見,16,23
𬢕,角,5,12
𬢖,角,6,13
𬢗,角,7,14
𬢘,角,8,15
𬢙,角,13,20
𬤲,谷,5,12
𬤳,谷,8,15
𬤴,谷,9,16
𬤵,谷,10,17
𬤶,豆,4,11
𬤷,豆,6,13
𬤸,豆,12,19
𬤹,豆,13,20
𬥀,豕,7,14
𬥁,豕,8,15
𬥂,豕,8,15
𬥃,豕,8,15
𬥄,豕,10,17
𬥅,豕,10,17
𬥆,豕,13,20
𬥇,豕,14,21
𬥈,豸,6,13
𬥉,豸,8,15
𬥐,貝,4,11
𬥑,貝,4,11
𬥒,貝,4,11
𬥓,貝,5,12
𬥔,貝,6,13
𬥕,貝,6,13
𬥖,貝,7,14
𬥗,貝,7,14
𬥘,貝,7,14
𬥙,貝,7,14
𬥠,貝,9,15
𬥡,貝,9,16
𬥢,貝,9,16
𬥣,貝,10,17
𬥤,貝,10,17
𬥥,貝,10,17
𬥦,貝,11,18
𬥧,貝,11,18
𬥨,貝,12,19
𬥩,貝,13,20
𬥰,貝,15,22
𬥱,貝,16,22
𬥲,貝,22,29
𬦁,赤,4,11
𬦂,赤,6,13
𬦃,赤,9,16
𬦄,赤,15,22
𬦅,走,3,10
𬦆,走,4,11
𬦇,走,4,11
𬦈,走,4,11
𬦉,走,5,12
𬦐,走,7,14
𬦑,走,7,14
𬦒,走,8,15
𬦓,走,8,15
𬦔,走,9,16
𬦕,走,9,16
𬦖,走,9,16
𬦗,走,9,16
𬦘,走,10,17
𬦙,走,10,17
𬨀,車,15,22
𬨚,辛,7,14
𬨛,辛,16,23
𬨜,辵,2,5
𬨝,辵,4,7
𬨞,辵,4,7
𬨟,辵,4,7
𬨪,辵,7,10
𬨫,辵,7,10
𬨬,辵,7,10
𬨭,辵,8,11
𬨮,辵,8,11
𬨯,辵,8,11
𬨺,辵,10,13
𬨻,辵,10,13
𬨼,辵,10,13
𬨽,辵,10,13
𬨾,辵,10,13
𬨿,辵,10,13
𬩊,辵,12,15
𬩋,辵,12,15
𬩌,辵,12,15
𬩍,辵,12,15
𬩎,辵,12,14
𬩏,辵,12,15
𬩚,辵,13,16
𬩛,辵,13,17
𬩜,辵,14,17
𬩝,辵,14,17
𬩞,辵,14,16
𬩟,辵,14,16
𬩪,辵,15,18
𬩫,辵,16,19
𬩬,辵,16,19
𬩭,辵,16,20
𬩮,辵,16,19
𬩯,辵,18,21
𬩺,邑,6,13
𬩻,邑,6,9
𬩼,邑,6,9
𬩽,邑,6,9
𬩾,邑,7,10
𬩿,邑,7,10
𬪊,邑,8,11
𬪋,邑,9,11
𬪌,邑,9,12
𬪍,邑,9,12
𬪎,邑,9,12
𬪏,邑,9,12
𬪚,邑,13,16
𬪛,邑,13,16
𬪜,邑,14,17
𬪝,邑,15,17
𬪞,邑,15,18
𬪟,邑,15,18
𬨖,辛,1,8
𬨗,辛,5,12
𬨘,辛,5,12
𬨙,辛,5,12
𬨠,辵,4,7
𬨡,辵,5,8
𬨢,辵,5,8
𬨣,辵,5,8
𬨤,辵,6,9
𬨥,辵,6,9
𬨦,辵,7,10
𬨧,辵,7,10
𬨨,辵,7,10
𬨩,辵,7,10
𬨰,辵,8,11
𬨱,辵,8,11
𬨲,辵,8,11
𬨳,辵,9,12
𬨴,辵,9,11
𬨵,辵,9,11
𬨶,辵,9,12
𬨷,辵,9,12
𬨸,辵,9,12
𬨹,辵,9,12
𬩀,辵,11,14
𬩁,辵,11,14
𬩂,辵,11,13
𬩃,辵,11,14
𬩄,辵,11,14
𬩅,辵,11,14
𬩆,辵,11,14
𬩇,辵,11,14
𬩈,辵,11,14
𬩉,辵,12,15
𬩐,辵,12,15
𬩑,辵,13,16
𬩒,辵,13,16
𬩓,辵,13,16
𬩔,辵,13,15
𬩕,辵,13,15
𬩖,辵,13,16
𬩗,辵,13,16
𬩘,辵,13,16
𬩙,辵,13,16
𬩠,辵,14,17
𬩡,辵,14,17
