title,radical,non_radical_stroke_count,stroke_count
槒,木,10,14
槓,木,10,14
槔,木,10,14
槕,木,10,14
槖,木,10,14
槗,木,10,14
様,木,10,14
槙,木,10,14
槚,木,10,14
槛,木,10,14
槜,木,10,14
槝,木,10,14
槞,木,10,14
槟,木,10,14
槠,木,10,14
槡,木,10,14
槢,木,11,15
槣,木,11,15
槤,木,11,14
槥,木,11,15
槦,木,11,15
槧,木,11,15
槨,木,11,14
槩,木,10,13
槪,木,11,15
槫,木,11,15
槬,木,11,15
槭,木,11,15
槮,木,11,15
槯,木,11,15
槰,木,11,14
槱,木,11,15
槲,木,11,15
槳,木,11,15
槴,木,11,15
槵,木,11,15
槶,木,11,15
槷,木,11,15
槸,木,11,15
槹,木,11,15
槺,木,11,15
槻,木,11,15
槼,木,11,15
槽,木,11,15
槾,木,11,15
槿,木,11,15
炠,火,5,9
炡,火,5,9
炢,火,5,9
炣,火,5,9
炤,火,5,9
炥,火,5,9
炦,火,5,9
炧,火,5,9
炨,火,5,9
炩,火,5,9
炪,火,5,9
炫,火,5,9
炬,火,5,8
炭,火,5,9
炮,火,5,9
炯,火,5,9
炰,火,5,9
炱,火,5,9
炲,火,5,9
炳,火,5,9
炴,火,5,9
炵,火,5,9
炶,火,5,9
炷,火,5,9
炸,火,5,9
点,火,5,9
為,火,5,9
炻,火,5,9
炼,火,5,9
炽,火,5,9
炾,火,5,9
炿,火,5,9
烀,火,5,9
烁,火,5,9
烂,火,5,9
烃,火,5,9
烄,火,6,10
烅,火,6,10
烆,火,6,10
烇,火,6,10
烈,火,6,10
烉,火,6,10
烊,火,6,10
烋,火,6,10
烌,火,6,10
烍,火,6,10
烎,火,6,8
烏,火,6,10
烐,火,6,10
烑,火,6,10
烒,火,6,10
烓,火,6,10
烔,火,6,10
烕,火,6,10
烖,火,6,10
烗,火,6,10
烘,火,6,10
烙,火,6,10
烚,火,6,10
烛,火,6,10
烜,火,6,10
烝,火,6,10
烞,火,6,10
烟,火,6,10
烠,火,6,10
烡,火,6,10
烢,火,6,10
烣,火,6,10
烤,火,6,10
烥,火,6,10
烦,火,6,10
烧,火,6,10
烨,火,6,10
烩,火,6,10
烪,火,6,10
烫,火,6,10
烬,火,6,10
热,火,6,10
烮,火,6,10
烯,火,7,11
烰,火,7,11
烱,火,7,11
烲,火,7,11
烳,火,7,11
烴,火,7,11
烵,火,7,10
烶,火,7,10
烷,火,7,11
烸,火,7,11
烹,火,7,11
烺,火,7,11
烻,火,7,10
烼,火,7,11
烽,火,7,11
烾,火,7,11
烿,火,7,11
熠,火,11,15
熡,火,11,15
熢,火,11,14
熣,火,11,15
熤,火,11,15
熥,火,11,14
熦,火,10,15
熧,火,11,15
熨,火,11,15
熩,火,11,15
熪,火,11,15
熫,火,11,15
熬,火,11,14
熭,火,11,15
熮,火,11,15
熯,火,11,15
熰,火,11,15
熱,火,11,15
熲,火,11,15
熳,火,11,15
熴,火,11,15
熵,火,11,15
熶,火,12,16
熷,火,12,16
熸,火,12,16
熹,火,12,16
熺,火,12,16
熻,火,12,16
熼,火,12,15
熽,火,12,17
熾,火,12,16
熿,火,12,15
燀,火,12,16
燁,火,12,14
燂,火,12,16
燃,火,12,16
燄,火,12,16
燅,火,12,16
燆,火,12,16
燇,火,12,16
燈,火,12,16
燉,火,12,16
燊,火,12,16
燋,火,12,16
燌,火,12,16
燍,火,12,16
燎,火,12,16
燏,火,12,16
燐,火,12,16
燑,火,12,16
燒,火,12,16
燓,火,12,16
燔,火,12,16
燕,火,12,16
燖,火,12,16
燗,火,12,16
燘,火,12,16
燙,火,12,16
燚,火,12,16
燛,火,12,16
燜,火,12,16
燝,火,12,16
燞,火,12,16
營,火,13,16
燠,火,13,16
燡,火,13,17
燢,火,13,17
燣,火,13,17
燤,火,13,16
燥,火,13,17
燦,火,13,17
燧,火,13,16
燨,火,13,17
燩,火,13,17
燪,火,13,16
燫,火,13,17
燬,火,13,17
燭,火,13,17
燮,火,13,17
燯,火,13,17
燰,火,13,17
燱,火,13,17
燲,火,13,17
燳,火,13,17
燴,火,13,17
燵,火,13,16
燶,火,13,17
燷,火,13,17
燸,火,14,18
燹,火,14,18
燺,火,14,18
燻,火,14,18
燼,火,14,18
燽,火,14,18
燾,火,14,18
燿,火,14,18
犠,牛,13,17
犡,牛,15,18
犢,牛,15,19
犣,牛,15,19
犤,牛,15,19
犥,牛,15,19
犦,牛,15,19
犧,牛,16,20
犨,牛,16,20
犩,牛,18,21
犪,牛,20,25
犫,牛,23,27
犬,犬,0,4
犭,犬,0,3
犮,犬,1,5
犯,犬,2,5
犰,犬,2,5
犱,犬,3,6
犲,犬,3,6
犳,犬,3,6
犴,犬,3,6
犵,犬,3,6
状,犬,3,7
犷,犬,3,6
犸,犬,3,6
犹,犬,4,7
犺,犬,4,7
犻,犬,4,7
犼,犬,4,7
犽,犬,4,7
犾,犬,4,7
犿,犬,4,7
狀,犬,4,8
狁,犬,4,7
狂,犬,4,7
狃,犬,4,7
狄,犬,4,7
狅,犬,4,7
狆,犬,4,7
狇,犬,4,7
狈,犬,4,7
狉,犬,5,8
狊,犬,5,9
狋,犬,5,8
狌,犬,5,8
狍,犬,5,8
狎,犬,5,8
狏,犬,5,8
狐,犬,5,8
狑,犬,5,8
狒,犬,5,8
狓,犬,5,8
狔,犬,5,8
狕,犬,5,8
狖,犬,5,8
狗,犬,5,8
狘,犬,5,8
狙,犬,5,8
狚,犬,5,8
狛,犬,5,8
狜,犬,5,8
狝,犬,5,8
狞,犬,5,8
狟,犬,6,9
狠,犬,6,9
狡,犬,6,9
狢,犬,6,9
狣,犬,6,9
狤,犬,6,9
狥,犬,6,9
狦,犬,6,9
狧,犬,6,9
狨,犬,6,9
狩,犬,6,9
狪,犬,6,9
狫,犬,6,9
独,犬,6,9
狭,犬,6,9
狮,犬,6,9
狯,犬,6,9
狰,犬,6,9
狱,犬,6,9
狲,犬,6,9
狳,犬,7,10
狴,犬,7,10
狵,犬,7,10
狶,犬,7,10
狷,犬,7,10
狸,犬,7,10
狹,犬,7,10
狺,犬,7,10
狻,犬,7,10
狼,犬,7,10
狽,犬,7,10
狾,犬,7,10
狿,犬,7,9
玠,玉,4,8
玡,玉,4,8
玢,玉,4,8
玣,玉,4,8
玤,玉,4,8
玥,玉,4,8
玦,玉,4,8
玧,玉,4,8
玨,玉,4,8
玩,玉,4,8
玪,玉,4,8
玫,玉,4,8
玬,玉,4,8
玭,玉,4,8
玮,玉,4,8
环,玉,4,8
现,玉,4,8
玱,玉,4,8
玲,玉,5,9
玳,玉,5,9
玴,玉,5,9
玵,玉,5,9
玶,玉,5,9
玷,玉,5,9
玸,玉,5,9
玹,玉,5,9
玺,玉,5,10
玻,玉,5,9
玼,玉,5,10
玽,玉,5,9
玾,玉,5,9
玿,玉,5,9
珀,玉,5,9
珁,玉,5,8
珂,玉,5,9
珃,玉,5,9
珄,玉,5,9
珅,玉,5,9
珆,玉,5,9
珇,玉,5,9
珈,玉,5,9
珉,玉,5,9
珊,玉,5,9
珋,玉,5,9
珌,玉,5,9
珍,玉,5,9
珎,玉,5,9
珏,玉,5,9
珐,玉,5,9
珑,玉,5,9
珒,玉,6,10
珓,玉,6,10
珔,玉,6,10
珕,玉,6,10
珖,玉,6,10
珗,玉,6,10
珘,玉,6,10
珙,玉,6,10
珚,玉,6,10
珛,玉,6,10
珜,玉,6,10
珝,玉,6,10
珞,玉,6,10
珟,玉,6,10
珠,玉,6,10
珡,玉,6,10
珢,玉,6,10
珣,玉,6,10
珤,玉,6,10
珥,玉,6,10
珦,玉,6,10
珧,玉,6,10
珨,玉,6,10
珩,玉,6,10
珪,玉,6,10
珫,玉,6,10
珬,玉,6,10
班,玉,6,10
珮,玉,6,10
珯,玉,6,10
珰,玉,6,10
珱,玉,6,10
珲,玉,6,10
珳,玉,7,11
珴,玉,7,11
珵,玉,7,11
珶,玉,7,11
珷,玉,8,12
珸,玉,7,11
珹,玉,7,10
珺,玉,7,11
珻,玉,7,11
珼,玉,7,11
珽,玉,7,10
現,玉,7,11
珿,玉,7,11
璠,玉,12,16
璡,玉,12,15
璢,玉,13,16
璣,玉,12,16
璤,玉,12,16
璥,玉,13,16
璦,玉,13,17
璧,玉,13,18
璨,玉,13,17
璩,玉,13,17
璪,玉,13,17
璫,玉,13,17
璬,玉,13,17
璭,玉,13,16
璮,玉,13,17
璯,玉,13,17
環,玉,13,17
璱,玉,13,17
璲,玉,13,16
璳,玉,13,17
璴,玉,13,17
璵,玉,14,17
璶,玉,14,18
璷,玉,14,19
璸,玉,14,18
璹,玉,14,18
璺,玉,14,20
璻,玉,14,18
璼,玉,14,18
璽,玉,14,19
璾,玉,14,18
璿,玉,14,18
瓀,玉,14,18
瓁,玉,14,17
瓂,玉,14,17
瓃,玉,15,19
瓄,玉,15,19
瓅,玉,15,19
瓆,玉,15,19
瓇,玉,15,19
瓈,玉,15,19
瓉,玉,15,19
瓊,玉,15,18
瓋,玉,15,18
瓌,玉,16,20
瓍,玉,16,18
瓎,玉,16,20
瓏,玉,16,20
瓐,玉,16,20
瓑,玉,16,20
瓒,玉,16,20
瓓,玉,17,21
瓔,玉,17,21
瓕,玉,17,22
瓖,玉,17,21
瓗,玉,18,22
瓘,玉,18,21
瓙,玉,18,22
瓚,玉,19,23
瓛,玉,20,24
瓜,瓜,0,5
瓝,瓜,3,8
瓞,瓜,5,10
瓟,瓜,5,10
瓠,瓜,6,11
瓡,瓜,8,13
瓢,瓜,11,16
瓣,瓜,14,19
瓤,瓜,17,22
瓥,瓜,19,24
瓦,瓦,0,4
瓧,瓦,2,7
瓨,瓦,3,7
瓩,瓦,3,7
瓪,瓦,4,8
瓫,瓦,4,8
瓬,瓦,4,8
瓭,瓦,4,8
瓮,瓦,4,8
瓯,瓦,4,8
瓰,瓦,4,8
瓱,瓦,4,9
瓲,瓦,4,8
瓳,瓦,5,9
瓴,瓦,5,9
瓵,瓦,5,9
瓶,瓦,6,10
瓷,瓦,6,10
瓸,瓦,6,11
瓹,瓦,7,11
瓺,瓦,7,11
瓻,瓦,7,11
瓼,瓦,7,11
瓽,瓦,8,12
瓾,瓦,8,12
瓿,瓦,8,12
疠,疒,3,8
疡,疒,4,8
疢,疒,4,9
疣,疒,4,9
疤,疒,4,9
疥,疒,4,9
疦,疒,4,9
疧,疒,4,9
疨,疒,4,9
疩,疒,4,9
疪,疒,4,9
疫,疒,4,9
疬,疒,4,9
疭,疒,4,9
疮,疒,4,9
疯,疒,4,9
疰,疒,5,10
疱,疒,5,10
疲,疒,5,10
疳,疒,5,10
疴,疒,5,10
疵,疒,5,11
疶,疒,5,10
疷,疒,5,10
疸,疒,5,10
疹,疒,5,10
疺,疒,4,9
疻,疒,5,10
疼,疒,5,10
疽,疒,5,10
疾,疒,5,10
疿,疒,5,10
痀,疒,5,10
痁,疒,5,10
痂,疒,5,10
痃,疒,5,10
痄,疒,5,10
病,疒,5,10
痆,疒,5,10
症,疒,5,10
痈,疒,5,10
痉,疒,5,10
痊,疒,6,11
痋,疒,6,11
痌,疒,6,11
痍,疒,6,11
痎,疒,6,11
痏,疒,6,11
痐,疒,6,11
痑,疒,6,11
痒,疒,6,11
痓,疒,6,11
痔,疒,6,11
痕,疒,6,11
痖,疒,6,11
痗,疒,7,12
痘,疒,7,12
痙,疒,7,12
痚,疒,7,12
痛,疒,7,12
痜,疒,7,12
痝,疒,7,12
痞,疒,7,12
痟,疒,7,12
痠,疒,7,12
痡,疒,7,12
痢,疒,7,12
痣,疒,7,12
痤,疒,7,12
痥,疒,7,12
痦,疒,7,12
痧,疒,7,12
痨,疒,7,12
痩,疒,7,12
痪,疒,7,12
痫,疒,7,12
痬,疒,8,13
痭,疒,8,13
痮,疒,8,13
痯,疒,8,13
痰,疒,8,13
痱,疒,8,13
痲,疒,8,13
痳,疒,8,13
痴,疒,8,13
痵,疒,8,13
痶,疒,8,13
痷,疒,8,13
痸,疒,8,13
痹,疒,8,13
痺,疒,8,13
痻,疒,8,13
痼,疒,8,13
痽,疒,8,13
痾,疒,8,12
痿,疒,8,13
皠,白,11,16
皡,白,11,16
皢,白,12,17
皣,白,12,15
皤,白,12,17
皥,白,12,17
皦,白,13,18
皧,白,13,18
皨,白,13,18
皩,白,14,19
皪,白,15,20
皫,白,15,20
皬,白,16,21
皭,白,18,22
皮,皮,0,5
皯,皮,3,8
皰,皮,5,10
皱,皮,5,10
皲,皮,6,11
皳,皮,7,12
皴,皮,7,12
皵,皮,8,13
皶,皮,9,14
皷,皮,9,14
皸,皮,9,14
皹,皮,9,14
皺,皮,10,15
皻,皮,11,16
皼,皮,12,17
皽,皮,13,18
皾,皮,15,20
皿,皿,0,5
盀,皿,2,7
盁,皿,2,7
盂,皿,3,8
盃,皿,4,9
盄,皿,4,9
盅,皿,4,9
盆,皿,4,9
盇,皿,4,9
盈,皿,4,9
盉,皿,5,10
益,皿,5,10
盋,皿,5,10
盌,皿,5,10
盍,皿,5,10
盎,皿,5,10
盏,皿,5,10
盐,皿,5,10
监,皿,5,10
盒,皿,6,11
盓,皿,6,11
盔,皿,6,11
盕,皿,6,11
盖,皿,6,11
盗,皿,6,11
盘,皿,6,11
盙,皿,7,12
盚,皿,7,12
盛,皿,6,11
盜,皿,7,12
盝,皿,8,13
盞,皿,8,13
盟,皿,8,13
盠,皿,9,14
盡,皿,9,14
盢,皿,9,14
監,皿,9,14
盤,皿,10,15
盥,皿,11,16
盦,皿,11,16
盧,皿,11,16
盨,皿,12,17
盩,皿,12,17
盪,皿,12,17
盫,皿,13,18
盬,皿,13,18
盭,皿,15,20
目,目,0,5
盯,目,2,7
盰,目,3,8
盱,目,3,8
盲,目,3,8
盳,目,3,8
直,目,3,8
盵,目,3,8
盶,目,4,9
盷,目,4,9
相,目,4,9
盹,目,4,9
盺,目,4,9
盻,目,4,9
盼,目,4,9
盽,目,4,9
盾,目,4,9
盿,目,4,9
瞠,目,11,16
瞡,目,11,16
瞢,目,11,15
瞣,目,11,16
瞤,目,12,17
瞥,目,12,16
瞦,目,12,17
瞧,目,12,17
瞨,目,12,17
瞩,目,12,17
瞪,目,12,17
瞫,目,12,17
瞬,目,12,17
瞭,目,12,17
瞮,目,12,17
瞯,目,12,17
瞰,目,12,16
瞱,目,12,15
瞲,目,12,17
瞳,目,12,17
瞴,目,12,17
瞵,目,12,17
瞶,目,12,17
瞷,目,12,17
瞸,目,13,17
瞹,目,13,18
瞺,目,13,18
瞻,目,13,18
瞼,目,13,18
瞽,目,13,18
瞾,目,13,18
瞿,目,13,18
矀,目,13,18
矁,目,13,18
矂,目,13,18
矃,目,14,19
矄,目,14,19
矅,目,14,19
矆,目,14,18
矇,目,14,18
矈,目,14,19
矉,目,14,19
矊,目,14,19
矋,目,15,19
矌,目,15,19
矍,目,15,20
矎,目,15,19
矏,目,15,20
矐,目,16,21
矑,目,16,21
矒,目,16,20
矓,目,16,21
矔,目,18,22
矕,目,19,24
矖,目,21,24
矗,目,19,24
矘,目,20,25
矙,目,20,24
矚,目,21,26
矛,矛,0,5
矜,矛,4,9
矝,矛,5,10
矞,矛,7,12
矟,矛,7,12
矠,矛,8,13
矡,矛,20,25
矢,矢,0,5
矣,矢,2,7
矤,矢,3,8
知,矢,3,8
矦,矢,4,9
矧,矢,4,9
矨,矢,4,9
矩,矢,5,9
矪,矢,6,11
矫,矢,6,11
矬,矢,7,12
短,矢,7,12
矮,矢,8,13
矯,矢,12,17
矰,矢,12,17
矱,矢,14,18
矲,矢,15,20
石,石,0,5
矴,石,2,7
矵,石,2,7
矶,石,2,7
矷,石,3,8
矸,石,3,8
矹,石,3,8
矺,石,3,8
矻,石,3,8
矼,石,3,8
矽,石,3,8
矾,石,3,8
矿,石,3,8
碠,石,9,14
碡,石,9,14
碢,石,9,13
碣,石,9,14
碤,石,9,13
碥,石,9,14
碦,石,9,14
碧,石,9,14
碨,石,9,14
碩,石,9,14
碪,石,9,14
碫,石,9,14
碬,石,9,14
碭,石,9,14
碮,石,9,14
碯,石,9,14
碰,石,8,13
碱,石,9,14
碲,石,9,14
碳,石,9,14
碴,石,9,14
碵,石,9,14
碶,石,9,14
碷,石,9,14
碸,石,9,14
碹,石,9,14
確,石,10,15
碻,石,10,15
碼,石,10,15
碽,石,10,15
碾,石,10,15
碿,石,10,15
磀,石,10,14
磁,石,9,14
磂,石,10,15
磃,石,10,15
磄,石,10,15
磅,石,10,15
磆,石,10,14
磇,石,10,15
磈,石,10,14
磉,石,10,15
磊,石,10,15
磋,石,10,14
磌,石,10,15
磍,石,10,15
磎,石,10,15
磏,石,10,15
磐,石,10,15
磑,石,10,15
磒,石,10,15
磓,石,10,14
磔,石,10,15
磕,石,10,15
磖,石,10,16
磗,石,10,15
磘,石,10,15
磙,石,10,15
磚,石,11,16
磛,石,11,16
磜,石,10,16
磝,石,11,15
磞,石,11,16
磟,石,11,16
磠,石,11,16
磡,石,11,16
磢,石,11,16
磣,石,11,16
磤,石,10,15
磥,石,11,16
磦,石,11,16
磧,石,11,16
磨,石,11,16
磩,石,11,16
磪,石,11,16
磫,石,11,16
磬,石,11,16
磭,石,11,16
磮,石,11,16
磯,石,12,17
磰,石,12,17
磱,石,12,17
磲,石,12,16
磳,石,12,17
磴,石,12,17
磵,石,12,17
磶,石,12,17
磷,石,12,17
磸,石,12,17
磹,石,12,17
磺,石,12,16
磻,石,12,17
磼,石,12,17
磽,石,12,17
磾,石,12,17
磿,石,12,17
禠,示,10,14
禡,示,10,14
禢,示,10,14
禣,示,10,14
禤,示,11,15
禥,示,11,15
禦,示,11,17
禧,示,12,16
禨,示,12,16
禩,示,12,15
禪,示,12,16
禫,示,12,16
禬,示,13,17
禭,示,13,16
禮,示,13,17
禯,示,13,17
禰,示,14,18
禱,示,14,18
禲,示,15,18
禳,示,17,21
禴,示,17,21
禵,示,18,22
禶,示,19,23
禷,示,19,23
禸,禸,0,4
禹,禸,4,9
禺,禸,4,9
离,禸,6,10
禼,禸,7,11
禽,禸,8,12
禾,禾,0,5
禿,禾,2,7
秀,禾,2,7
私,禾,2,7
秂,禾,2,7
秃,禾,2,7
秄,禾,3,8
秅,禾,3,8
秆,禾,3,8
秇,禾,3,8
秈,禾,3,8
秉,禾,3,8
秊,禾,3,8
秋,禾,4,9
秌,禾,4,9
种,禾,4,9
秎,禾,4,9
秏,禾,4,9
秐,禾,4,9
科,禾,4,9
秒,禾,4,9
秓,禾,4,9
秔,禾,4,9
秕,禾,4,9
秖,禾,4,9
秗,禾,4,9
秘,禾,5,10
秙,禾,5,10
秚,禾,5,10
秛,禾,5,10
秜,禾,5,10
秝,禾,5,10
秞,禾,5,10
租,禾,5,10
秠,禾,5,10
秡,禾,5,10
秢,禾,5,10
秣,禾,5,10
秤,禾,5,10
秥,禾,5,10
秦,禾,5,10
秧,禾,5,10
秨,禾,5,10
秩,禾,5,10
秪,禾,5,10
秫,禾,5,10
秬,禾,5,9
秭,禾,5,9
秮,禾,5,10
积,禾,5,10
称,禾,5,10
秱,禾,6,11
秲,禾,6,11
秳,禾,6,11
秴,禾,6,11
秵,禾,6,11
秶,禾,6,11
秷,禾,6,11
秸,禾,6,11
秹,禾,6,11
秺,禾,6,11
移,禾,6,11
秼,禾,6,11
秽,禾,6,11
秾,禾,6,11
秿,禾,7,12
肠,肉,3,7
股,肉,4,8
肢,肉,4,8
肣,肉,4,8
肤,肉,4,8
肥,肉,4,8
肦,肉,4,8
肧,肉,4,8
肨,肉,4,8
肩,肉,4,8
肪,肉,4,8
肫,肉,4,8
肬,肉,4,8
肭,肉,4,8
肮,肉,4,8
肯,肉,4,8
肰,肉,4,8
肱,肉,4,8
育,肉,4,8
肳,肉,4,8
肴,肉,4,8
肵,肉,4,8
肶,肉,4,8
肷,肉,4,8
肸,肉,4,8
肹,肉,4,8
肺,肉,4,8
肻,肉,4,8
肼,肉,4,8
肽,肉,4,8
肾,肉,4,8
肿,肉,4,8
胀,肉,4,8
胁,肉,4,8
胂,肉,5,9
胃,肉,5,9
胄,肉,5,9
胅,肉,5,9
胆,肉,5,9
胇,肉,5,9
胈,肉,5,9
胉,肉,5,9
胊,肉,5,9
胋,肉,5,9
背,肉,5,9
胍,肉,5,9
胎,肉,5,9
胏,肉,5,8
胐,肉,5,9
胑,肉,5,9
胒,肉,5,9
胓,肉,5,9
胔,肉,5,12
胕,肉,5,9
胖,肉,5,9
胗,肉,5,9
胘,肉,5,9
胙,肉,5,9
胚,肉,5,9
胛,肉,5,9
胜,肉,5,9
胝,肉,5,9
胞,肉,5,9
胟,肉,5,9
胠,肉,5,9
胡,肉,5,9
胢,肉,5,9
胣,肉,5,9
胤,肉,5,9
胥,肉,5,9
胦,肉,5,9
胧,肉,5,9
胨,肉,5,9
胩,肉,5,9
胪,肉,5,9
胫,肉,5,9
胬,肉,5,11
胭,肉,6,10
胮,肉,6,10
胯,肉,6,10
胰,肉,6,10
胱,肉,6,10
胲,肉,6,10
胳,肉,6,10
胴,肉,6,10
胵,肉,6,10
胶,肉,6,10
胷,肉,6,10
胸,肉,6,10
胹,肉,6,10
胺,肉,6,10
胻,肉,6,10
胼,肉,6,10
能,肉,6,10
胾,肉,6,12
胿,肉,6,10
膠,肉,11,15
膡,肉,11,15
膢,肉,11,15
膣,肉,11,15
膤,月,11,15
膥,肉,12,17
膦,肉,12,16
膧,肉,12,16
膨,肉,12,16
膩,肉,12,16
膪,肉,12,16
膫,肉,12,16
膬,肉,12,16
膭,肉,12,16
膮,肉,12,16
膯,肉,12,16
膰,肉,12,16
膱,肉,12,16
膲,肉,12,16
膳,肉,12,16
膴,肉,12,16
膵,肉,12,15
膶,肉,12,16
膷,肉,13,15
膸,肉,13,17
膹,肉,13,16
膺,肉,13,17
膻,肉,13,17
膼,肉,13,15
膽,肉,13,17
膾,肉,13,17
膿,肉,13,17
臀,肉,13,17
臁,肉,13,17
臂,肉,13,17
臃,肉,13,17
臄,肉,13,17
臅,肉,13,17
臆,肉,13,17
臇,肉,13,16
臈,肉,13,16
臉,肉,13,17
臊,肉,13,17
臋,肉,13,19
臌,肉,13,17
臍,肉,14,18
臎,肉,14,18
臏,肉,14,18
臐,肉,14,18
臑,肉,14,18
臒,肉,14,17
臓,肉,14,18
臔,肉,15,19
臕,肉,15,19
臖,肉,16,20
臗,肉,15,18
臘,肉,15,19
臙,肉,16,20
臚,肉,16,20
臛,肉,16,20
臜,肉,16,20
臝,肉,17,21
臞,肉,18,22
臟,肉,18,21
臠,肉,19,25
臡,肉,19,25
臢,肉,19,23
臣,臣,0,6
臤,臣,2,8
臥,臣,2,8
臦,臣,6,12
臧,臣,8,14
臨,臣,11,17
臩,臣,11,17
自,自,0,6
臫,自,1,7
臬,自,4,10
臭,自,4,10
臮,自,6,12
臯,自,6,12
臰,自,6,12
臱,自,9,15
臲,自,10,16
至,至,0,6
致,至,3,10
臵,至,6,12
臶,至,6,12
臷,至,6,12
臸,至,6,12
臹,至,7,12
臺,至,8,14
臻,至,10,16
臼,臼,0,6
臽,臼,2,8
臾,臼,2,8
臿,臼,3,9
芠,艸,4,7
芡,艸,4,7
芢,艸,4,7
芣,艸,4,7
芤,艸,4,7
芥,艸,4,7
芦,艸,4,7
芧,艸,4,7
芨,艸,4,6
芩,艸,4,7
芪,艸,4,7
芫,艸,4,7
芬,艸,4,7
芭,艸,4,7
芮,艸,4,7
芯,艸,4,7
芰,艸,4,7
花,艸,4,7
芲,艸,4,7
芳,艸,4,7
芴,艸,4,7
芵,艸,4,7
芶,艸,4,7
芷,艸,4,7
芸,艸,4,7
芹,艸,4,7
芺,艸,4,7
芻,艸,4,10
芼,艸,4,7
芽,艸,4,7
芾,艸,4,7
芿,艸,5,7
苀,艸,4,7
苁,艸,4,7
苂,艸,4,7
苃,艸,4,7
苄,艸,4,7
苅,艸,4,7
苆,艸,4,7
苇,艸,4,7
苈,艸,4,7
苉,艸,4,7
苊,艸,4,7
苋,艸,4,7
苌,艸,4,7
苍,艸,4,7
苎,艸,4,7
苏,艸,4,7
苐,艸,5,8
苑,艸,5,8
苒,艸,5,8
苓,艸,5,8
苔,艸,5,8
苕,艸,5,8
苖,艸,5,8
苗,艸,5,8
苘,艸,5,8
苙,艸,5,8
苚,艸,5,8
苛,艸,5,8
苜,艸,5,8
苝,艸,5,8
苞,艸,5,8
苟,艸,5,8
苠,艸,5,8
苡,艸,5,7
苢,艸,5,8
苣,艸,5,7
苤,艸,5,8
若,艸,5,8
苦,艸,5,8
苧,艸,5,8
苨,艸,5,8
苩,艸,5,8
苪,艸,5,8
苫,艸,5,8
苬,艸,5,8
苭,艸,5,8
苮,艸,5,8
苯,艸,5,8
苰,艸,5,8
英,艸,5,8
苲,艸,5,8
苳,艸,5,8
苴,艸,5,8
苵,艸,5,8
苶,艸,5,8
苷,艸,5,8
苸,艸,5,8
苹,艸,5,8
苺,艸,5,8
苻,艸,5,8
苼,艸,5,8
苽,艸,5,8
苾,艸,5,8
苿,艸,5,8
莠,艸,7,10
莡,艸,7,10
莢,艸,7,10
莣,艸,7,10
莤,艸,7,10
莥,艸,7,10
莦,艸,7,10
莧,艸,7,10
莨,艸,7,10
莩,艸,7,10
莪,艸,7,10
莫,艸,7,10
莬,艸,7,10
莭,艸,9,10
莮,艸,7,10
莯,艸,7,10
莰,艸,7,10
莱,艸,7,10
莲,艸,7,10
莳,艸,7,10
莴,艸,7,10
莵,艸,7,10
莶,艸,7,10
获,艸,7,10
莸,艸,7,10
莹,艸,7,10
莺,艸,7,10
莻,艸,7,13
莼,艸,7,10
莽,艸,7,10
莾,艸,8,11
莿,艸,8,11
菀,艸,8,11
菁,艸,8,11
菂,艸,8,11
菃,艸,8,10
菄,艸,8,11
菅,艸,8,11
菆,艸,8,11
菇,艸,8,11
菈,艸,8,11
菉,艸,8,11
菊,艸,8,11
菋,艸,8,11
菌,艸,8,11
菍,艸,8,11
菎,艸,8,11
菏,艸,8,11
菐,艸,8,12
菑,艸,8,11
菒,艸,8,11
菓,艸,8,11
菔,艸,8,11
菕,艸,8,11
菖,艸,8,11
菗,艸,8,11
菘,艸,8,11
菙,艸,8,11
菚,艸,8,11
菛,艸,8,11
菜,艸,8,11
菝,艸,8,11
菞,艸,8,11
菟,艸,8,11
菠,艸,8,11
菡,艸,8,11
菢,艸,8,11
菣,艸,8,11
菤,艸,8,11
菥,艸,8,11
菦,艸,8,10
菧,艸,8,11
菨,艸,8,11
菩,艸,8,11
菪,艸,8,11
菫,艸,8,11
菬,艸,8,11
菭,艸,8,11
菮,艸,8,11
華,艸,8,10
菰,艸,8,11
菱,艸,8,11
菲,艸,8,11
菳,艸,8,11
菴,艸,8,11
菵,艸,8,11
菶,艸,8,11
菷,艸,8,11
菸,艸,8,11
菹,艸,8,11
菺,艸,8,11
菻,艸,8,11
菼,艸,8,11
菽,艸,8,11
菾,艸,8,11
菿,艸,8,11
蒠,艸,10,13
蒡,艸,10,13
蒢,艸,10,12
蒣,艸,10,13
蒤,艸,10,13
蒥,艸,10,13
蒦,艸,10,13
蒧,艸,10,13
蒨,艸,10,13
蒩,艸,10,13
蒪,艸,10,13
蒫,艸,10,12
蒬,艸,10,13
蒭,艸,10,13
蒮,艸,10,13
蒯,艸,10,13
蒰,艸,10,13
蒱,艸,10,13
蒲,艸,10,13
蒳,艸,10,13
蒴,艸,10,13
蒵,艸,10,13
蒶,艸,10,13
蒷,艸,10,13
蒸,火,10,13
蒹,艸,10,13
蒺,艸,10,13
蒻,艸,10,13
蒼,艸,10,13
蒽,艸,10,13
蒾,艸,10,12
蒿,艸,10,13
蓀,艸,10,13
蓁,艸,10,13
蓂,艸,10,13
蓃,艸,10,12
蓄,艸,10,13
蓅,艸,10,13
蓆,艸,10,13
蓇,艸,10,12
蓈,艸,10,11
蓉,艸,10,13
